,team,opponent,W,L,GF,GA,SF,SA,PP%,PK%,FOW%,date,home_ind
1606,NSH,PIT,0,1,2,5,24,41,0.0,50.0,43.4,2016-03-31,0
1607,BOS,VAN,0,1,2,4,30,27,0.0,0.0,45.9,2016-01-21,1
1608,CGY,CBJ,0,1,1,2,31,18,0.0,0.0,53.5,2016-02-05,1
1609,TBL,NYI,0,1,2,3,31,22,0.0,33.3,58.5,2015-11-28,1
1610,VAN,BUF,0,1,2,3,37,22,0.0,50.0,39.3,2015-11-07,0
1611,OTT,WSH,0,1,1,7,33,36,0.0,33.3,46.5,2016-01-10,0
1612,WPG,PIT,0,1,1,4,28,33,50.0,100.0,42.6,2016-02-27,0
1613,TOR,WPG,0,1,2,4,26,34,33.3,100.0,53.6,2015-11-04,1
1614,CAR,DAL,0,1,1,4,31,28,0.0,100.0,55.2,2015-11-06,1
1615,VAN,EDM,0,1,0,2,40,25,0.0,100.0,44.4,2016-03-18,0
1616,NYI,PHI,0,1,1,4,24,27,0.0,100.0,46.0,2016-03-21,1
1617,CAR,BOS,0,1,1,4,40,22,33.3,100.0,50.8,2016-02-26,1
1618,WSH,SJS,0,1,0,5,31,32,0.0,80.0,46.4,2015-10-13,1
1619,BUF,FLA,0,1,2,3,26,29,16.7,60.0,42.6,2015-10-15,0
1620,SJS,BUF,0,1,1,3,25,22,0.0,0.0,56.3,2016-02-26,1
1621,WPG,ARI,0,1,2,4,37,21,0.0,60.0,56.1,2015-12-31,0
1622,NSH,FLA,0,1,1,2,33,16,0.0,0.0,59.3,2015-12-03,1
1623,VAN,DAL,0,1,2,4,16,34,0.0,100.0,49.2,2015-12-03,1
1624,ARI,ANA,0,1,2,5,25,41,20.0,85.7,48.5,2016-02-05,0
1625,NYI,MTL,0,1,1,4,18,24,0.0,50.0,52.0,2015-11-05,0
1626,CAR,CBJ,0,1,1,5,27,27,0.0,75.0,52.5,2016-04-02,1
1627,NYR,MTL,0,1,1,5,34,25,20.0,75.0,62.7,2015-11-25,1
1628,SJS,MIN,0,1,0,2,25,30,0.0,100.0,48.3,2015-12-12,1
1629,ARI,PIT,0,1,0,6,30,33,0.0,80.0,48.4,2016-02-29,0
1630,CGY,WSH,0,1,2,6,19,30,0.0,100.0,46.9,2015-10-20,1
1631,PHI,PIT,0,1,2,6,30,39,0.0,50.0,50.7,2016-04-03,0
1632,NYI,PIT,0,1,0,5,24,33,0.0,33.3,65.3,2016-04-02,1
1633,COL,CAR,0,1,2,3,32,26,0.0,75.0,46.0,2015-10-30,0
1634,TOR,NSH,0,1,2,3,27,26,25.0,50.0,57.1,2016-02-23,1
1635,PIT,WPG,0,1,0,1,30,28,0.0,100.0,57.7,2015-12-27,0
1636,FLA,SJS,0,1,2,5,33,32,33.3,100.0,49.1,2015-11-05,0
1637,FLA,NJD,0,1,2,4,36,18,0.0,100.0,70.0,2015-12-06,0
1638,TOR,NJD,0,1,1,5,20,36,0.0,100.0,54.5,2016-04-09,0
1639,DAL,CBJ,0,1,3,6,43,33,0.0,100.0,46.7,2015-12-29,0
1640,CBJ,NYI,0,1,0,4,37,29,0.0,100.0,61.5,2015-10-20,1
1641,CHI,MIN,0,1,1,6,32,32,0.0,83.3,52.2,2016-02-21,0
1642,EDM,OTT,0,1,1,4,32,25,0.0,50.0,40.0,2016-02-23,1
1643,CAR,PIT,0,1,2,4,33,48,0.0,100.0,46.0,2016-03-17,0
1644,CHI,NSH,0,1,1,3,39,32,0.0,100.0,48.1,2016-02-25,1
1645,ARI,BUF,0,1,2,5,20,28,0.0,100.0,49.2,2015-12-04,0
1646,FLA,DET,0,1,3,5,26,30,0.0,33.3,54.5,2016-03-19,1
1647,NYR,NJD,0,1,2,3,33,25,0.0,0.0,42.6,2016-02-02,0
1648,COL,MIN,0,1,0,3,20,44,0.0,100.0,48.3,2015-12-05,0
1649,ARI,NYI,0,1,2,5,33,32,33.3,75.0,64.8,2015-11-16,0
1650,CBJ,VAN,0,1,3,5,45,30,66.7,100.0,56.5,2015-11-10,1
1651,VAN,WPG,0,1,1,4,30,34,20.0,75.0,38.8,2015-11-18,0
1652,CBJ,TBL,0,1,2,5,32,25,0.0,62.5,59.4,2015-12-26,0
1653,COL,LAK,0,1,1,2,23,40,16.7,100.0,41.0,2015-10-18,0
1654,EDM,LAK,0,1,2,3,28,34,50.0,50.0,54.7,2015-10-25,1
1655,LAK,CBJ,0,1,2,3,33,25,25.0,75.0,55.9,2015-11-05,1
1656,NYR,PIT,0,1,1,4,28,26,0.0,66.7,52.9,2016-03-03,0
1657,MTL,SJS,0,1,1,3,27,18,0.0,0.0,51.9,2015-12-15,1
1658,NYR,FLA,0,1,0,3,40,20,0.0,75.0,66.7,2016-01-02,0
1659,STL,SJS,0,1,3,6,28,33,66.7,60.0,46.7,2016-02-22,1
1660,TBL,DAL,0,1,3,5,33,22,0.0,33.3,66.1,2015-10-15,1
1661,MIN,CGY,0,1,1,2,36,25,0.0,100.0,63.3,2016-04-09,1
1662,BUF,TBL,0,1,1,2,32,22,0.0,75.0,51.0,2015-10-17,0
1663,TBL,VAN,0,1,1,2,27,19,10.0,100.0,67.3,2015-12-22,1
1664,DAL,OTT,0,1,4,7,37,20,0.0,66.7,49.2,2015-11-24,1
1665,TBL,PHI,0,1,1,3,19,22,0.0,33.3,48.8,2016-03-11,1
1666,DET,CAR,0,1,3,5,20,36,0.0,66.7,42.6,2015-10-16,1
1667,TOR,MIN,0,1,0,1,28,28,0.0,66.7,50.0,2015-12-03,0
1668,VAN,WPG,0,1,0,2,28,49,0.0,100.0,40.4,2016-03-22,0
1669,NSH,CHI,0,1,1,4,39,27,0.0,100.0,56.1,2016-01-19,1
1670,OTT,ANA,0,1,1,4,25,38,0.0,66.7,33.3,2016-01-13,0
1671,ANA,TBL,0,1,1,2,33,22,0.0,75.0,52.4,2015-12-02,1
1672,CAR,LAK,0,1,0,3,40,28,0.0,50.0,62.1,2015-10-23,0
1673,PIT,BOS,0,1,0,3,34,29,0.0,75.0,50.8,2015-12-16,0
1674,MTL,CGY,0,1,1,4,22,35,0.0,66.7,59.3,2016-03-20,1
1675,NJD,NYI,0,1,0,4,27,30,0.0,100.0,33.3,2015-12-13,0
1676,MTL,NYR,0,1,2,5,26,23,0.0,33.3,56.9,2016-03-26,1
1677,NSH,WPG,0,1,1,4,44,18,0.0,33.3,48.1,2016-01-05,1
1678,PHI,EDM,0,1,0,4,35,31,0.0,100.0,68.8,2016-03-03,1
1679,CHI,PHI,0,1,2,3,26,29,0.0,50.0,38.5,2016-03-16,1
1680,CAR,NJD,0,1,2,3,28,24,0.0,100.0,61.0,2015-12-29,0
1681,PHI,SJS,0,1,2,4,19,33,0.0,50.0,53.3,2015-12-30,0
1682,CAR,MTL,0,1,2,4,28,31,0.0,0.0,52.3,2016-04-07,1
1683,DAL,TOR,0,1,2,3,38,30,0.0,0.0,46.3,2015-11-10,1
1684,BOS,FLA,0,1,1,4,35,36,0.0,100.0,47.4,2016-03-24,1
1685,BOS,LAK,0,1,1,2,28,20,0.0,100.0,62.0,2016-03-19,0
1686,NJD,NYI,0,1,1,2,24,34,20.0,100.0,54.4,2015-11-03,0
1687,BUF,PHI,0,1,1,5,42,28,0.0,100.0,48.9,2016-02-11,0
1688,TBL,COL,0,1,1,2,35,26,25.0,100.0,55.4,2015-10-29,1
1689,CBJ,WSH,0,1,1,4,22,40,0.0,80.0,45.0,2016-03-28,0
1690,BUF,NJD,0,1,0,2,25,21,0.0,100.0,55.6,2015-12-15,1
1691,NYR,NYI,0,1,1,4,37,23,0.0,66.7,43.8,2016-04-07,1
1692,NJD,STL,0,1,0,2,24,28,0.0,100.0,54.2,2015-11-10,1
1693,SJS,NJD,0,1,0,3,30,16,0.0,100.0,45.6,2016-03-10,1
1694,TOR,PIT,0,1,1,2,27,33,0.0,100.0,55.7,2015-10-17,0
1695,ARI,VAN,0,1,3,4,31,22,0.0,75.0,61.1,2015-10-30,1
1696,OTT,VAN,0,1,3,5,30,36,0.0,66.7,55.1,2016-02-25,0
1697,ARI,SJS,0,1,1,3,24,23,0.0,50.0,66.0,2016-01-21,1
1698,DAL,NYI,0,1,5,6,41,44,25.0,71.4,52.3,2016-01-03,0
1699,PIT,LAK,0,1,3,5,20,37,0.0,66.7,50.8,2015-12-05,0
1700,BUF,NYI,0,1,1,2,43,33,25.0,50.0,51.7,2015-12-31,1
1701,PHI,VAN,0,1,1,4,28,34,0.0,100.0,65.3,2015-11-02,0
1702,MTL,EDM,0,1,3,4,21,27,50.0,75.0,47.9,2015-10-29,0
1703,WPG,FLA,0,1,1,3,30,32,25.0,75.0,28.3,2016-02-20,0
1704,TOR,TBL,0,1,1,2,32,28,0.0,100.0,62.0,2016-02-29,1
1705,OTT,WSH,0,1,2,4,30,22,0.0,50.0,50.8,2016-03-22,1
1706,SJS,DAL,0,1,2,4,36,17,0.0,66.7,47.5,2016-03-26,1
1707,LAK,NSH,0,1,2,5,30,30,0.0,50.0,46.7,2016-03-21,0
1708,CBJ,OTT,0,1,0,3,25,29,0.0,80.0,44.6,2015-11-19,0
1709,ARI,SJS,0,1,0,3,25,36,0.0,60.0,59.7,2016-03-20,0
1710,COL,BUF,0,1,1,4,35,21,0.0,100.0,51.8,2016-02-14,0
1711,STL,NSH,0,1,0,5,28,29,0.0,80.0,55.2,2016-02-27,0
1712,COL,OTT,0,1,3,5,43,29,16.7,100.0,46.7,2015-11-25,1
1713,WPG,MTL,0,1,1,5,19,26,0.0,80.0,51.6,2015-11-01,0
1714,PHI,PIT,0,1,3,4,32,45,50.0,50.0,46.7,2016-01-21,0
1715,NJD,MTL,0,1,1,2,20,25,0.0,66.7,43.4,2016-01-06,0
1716,OTT,PHI,0,1,2,4,25,33,0.0,100.0,58.1,2015-12-01,1
1717,BUF,WSH,0,1,0,2,31,26,0.0,100.0,55.6,2015-12-28,1
1718,MTL,BOS,0,1,1,4,39,24,0.0,100.0,51.6,2016-01-19,1
1719,CAR,PIT,0,1,0,5,22,32,0.0,75.0,64.5,2016-01-17,0
1720,SJS,PIT,0,1,1,5,34,29,33.3,50.0,50.0,2015-12-01,1
1721,MTL,DET,0,1,2,3,25,29,0.0,83.3,48.6,2015-12-10,0
1722,TOR,NYR,0,1,2,4,37,20,0.0,66.7,59.0,2016-02-18,1
1723,PHI,DET,0,1,0,3,30,26,0.0,100.0,54.8,2016-04-06,0
1724,ARI,DET,0,1,1,5,27,44,0.0,100.0,42.4,2015-12-03,0
1725,NYR,CHI,0,1,3,5,34,20,100.0,25.0,54.4,2016-02-17,1
1726,NYI,MTL,0,1,3,5,36,28,0.0,100.0,54.8,2015-11-20,1
1727,DET,BUF,0,1,1,2,33,30,0.0,100.0,46.4,2015-12-14,1
1728,CBJ,EDM,0,1,1,5,37,35,0.0,33.3,40.6,2016-02-02,0
1729,ANA,TOR,0,1,0,4,39,38,0.0,100.0,53.1,2016-01-06,1
1730,TOR,CHI,0,1,2,7,37,32,25.0,42.9,51.7,2016-02-15,0
1731,OTT,BUF,0,1,1,3,33,34,0.0,66.7,40.4,2016-03-18,0
1732,CHI,DAL,0,1,2,4,46,32,0.0,0.0,52.6,2016-02-11,1
1733,WPG,DET,0,1,2,3,25,35,0.0,100.0,39.3,2016-03-10,0
1734,TOR,FLA,0,1,3,4,26,36,50.0,100.0,39.5,2016-04-04,1
1735,EDM,NSH,0,1,1,4,24,25,0.0,50.0,44.1,2016-01-23,1
1736,PIT,DAL,0,1,1,4,34,23,0.0,66.7,49.3,2015-10-22,1
1737,TBL,SJS,0,1,2,4,30,31,0.0,100.0,39.6,2016-02-16,1
1738,CHI,MIN,0,1,4,5,29,30,100.0,50.0,50.7,2015-10-30,0
1739,MTL,PIT,0,1,1,3,34,32,0.0,75.0,62.3,2016-01-09,1
1740,LAK,OTT,0,1,3,5,33,23,33.3,75.0,59.0,2016-01-16,1
1741,COL,WPG,0,1,2,3,37,30,33.3,75.0,57.8,2016-03-12,0
1742,CHI,LAK,0,1,0,5,32,25,0.0,100.0,44.9,2016-03-14,1
1743,BUF,NJD,0,1,3,4,29,28,40.0,100.0,59.3,2015-10-24,1
1744,MTL,OTT,0,1,0,5,30,44,0.0,100.0,52.6,2016-03-19,0
1745,BOS,MTL,0,1,1,5,28,30,0.0,100.0,46.2,2016-01-01,1
1746,FLA,TOR,0,1,2,5,34,29,0.0,25.0,53.3,2016-03-29,1
1747,NYR,CAR,0,1,3,4,27,28,33.3,50.0,43.6,2016-03-31,0
1748,DAL,STL,0,1,0,3,26,26,0.0,66.7,52.9,2015-12-12,0
1749,NJD,WSH,0,1,3,4,24,32,0.0,100.0,54.7,2016-02-20,0
1750,OTT,MTL,0,1,1,3,21,34,0.0,100.0,60.0,2015-10-11,1
1751,FLA,NYI,0,1,2,3,25,28,50.0,100.0,52.8,2016-03-14,0
1752,CGY,ARI,0,1,1,2,26,33,33.3,66.7,40.7,2016-01-07,1
1753,BUF,CBJ,0,1,1,4,35,30,25.0,50.0,50.9,2016-04-08,1
1754,DAL,TOR,0,1,1,4,44,26,0.0,60.0,47.6,2015-11-02,0
1755,COL,PIT,0,1,2,4,26,33,0.0,100.0,50.0,2015-12-09,1
1756,CAR,WSH,0,1,1,4,19,34,0.0,0.0,51.7,2015-10-17,0
1757,SJS,WPG,0,1,1,4,28,27,20.0,66.7,57.9,2016-01-02,1
1758,CHI,PHI,0,1,0,3,30,29,0.0,83.3,53.6,2015-10-14,0
1759,BOS,NSH,0,1,2,3,17,33,33.3,71.4,54.5,2015-12-07,1
1760,COL,TOR,0,1,1,5,35,30,0.0,20.0,55.0,2015-11-17,0
1761,MIN,NYI,0,1,1,4,31,31,0.0,33.3,41.5,2016-02-23,1
1762,NYR,SJS,0,1,1,4,26,52,0.0,66.7,57.1,2016-03-19,0
1763,CBJ,NYI,0,1,3,4,24,27,33.3,50.0,45.5,2016-03-31,0
1764,NYI,FLA,0,1,1,5,34,16,0.0,100.0,47.6,2015-12-15,1
1765,TOR,ARI,0,1,2,3,39,26,50.0,100.0,37.3,2015-12-22,0
1766,MIN,STL,0,1,2,4,32,35,0.0,100.0,50.8,2016-03-06,1
1767,MTL,DET,0,1,3,4,29,40,0.0,75.0,49.2,2016-03-24,0
1768,ANA,COL,0,1,0,3,35,25,0.0,100.0,50.8,2015-10-16,1
1769,NJD,NSH,0,1,1,3,23,20,50.0,50.0,48.5,2015-10-13,1
1770,EDM,CBJ,0,1,3,6,36,27,33.3,66.7,63.8,2016-03-04,0
1771,EDM,LAK,0,1,3,4,25,28,0.0,100.0,46.6,2015-11-14,0
1772,NYR,WSH,0,1,2,5,33,24,0.0,50.0,40.8,2016-01-17,0
1773,MTL,FLA,0,1,1,3,30,30,33.3,80.0,59.4,2015-12-29,0
1774,CGY,BUF,0,1,3,6,29,35,33.3,87.5,51.7,2016-03-03,0
1775,DET,MTL,0,1,1,4,22,41,0.0,60.0,48.4,2015-10-17,0
1776,OTT,WSH,0,1,1,2,27,25,25.0,100.0,50.0,2015-12-16,0
1777,NJD,FLA,0,1,2,3,25,40,16.7,100.0,38.2,2016-03-31,0
1778,CGY,FLA,0,1,3,4,28,31,100.0,50.0,58.9,2015-11-10,0
1779,BUF,FLA,0,1,4,7,34,35,50.0,100.0,44.8,2016-02-09,1
1780,NJD,CBJ,0,1,1,6,26,24,0.0,50.0,37.5,2016-02-25,0
1781,PHI,WSH,0,1,2,5,20,32,25.0,33.3,44.1,2015-11-12,1
1782,NJD,CAR,0,1,2,3,25,23,0.0,80.0,44.0,2016-03-27,0
1783,MIN,FLA,0,1,1,2,40,29,0.0,100.0,62.3,2016-01-03,0
1784,DET,STL,0,1,1,2,30,20,33.3,100.0,63.1,2016-01-20,1
1785,VAN,PIT,0,1,2,3,20,23,0.0,66.7,48.6,2015-11-04,1
1786,BUF,NYR,0,1,3,6,26,33,0.0,75.0,47.5,2016-01-25,0
1787,LAK,ARI,0,1,2,3,28,24,0.0,75.0,53.4,2016-01-23,0
1788,FLA,LAK,0,1,1,3,34,32,20.0,100.0,55.7,2015-11-23,1
1789,DET,CHI,0,1,2,5,33,33,25.0,33.3,59.6,2016-03-02,1
1790,COL,TOR,0,1,4,7,28,22,25.0,0.0,52.8,2015-12-21,1
1791,ARI,STL,0,1,4,6,22,40,0.0,66.7,38.3,2016-02-20,1
1792,TOR,DET,0,1,2,3,34,26,0.0,66.7,45.2,2016-04-02,1
1793,DET,TBL,0,1,1,3,25,23,0.0,33.3,54.9,2016-02-03,0
1794,WPG,CAR,0,1,1,2,21,29,0.0,60.0,31.4,2016-02-16,0
1795,WPG,COL,0,1,1,2,37,34,0.0,50.0,45.8,2016-01-18,1
1796,DAL,ARI,0,1,3,6,39,42,25.0,66.7,55.4,2016-02-18,0
1797,TBL,DET,0,1,1,3,21,24,0.0,66.7,54.4,2015-10-13,0
1798,VAN,CGY,0,1,1,4,35,30,0.0,100.0,34.7,2016-02-06,1
1799,COL,MIN,0,1,0,4,29,35,0.0,80.0,48.4,2016-03-26,1
1800,NJD,BOS,0,1,1,4,20,31,0.0,66.7,53.1,2016-01-08,1
1801,CHI,SJS,0,1,0,2,33,27,0.0,0.0,60.7,2016-02-09,1
1802,CGY,ANA,0,1,0,1,14,21,0.0,100.0,59.1,2015-12-29,1
1803,MIN,WPG,0,1,1,3,15,29,0.0,66.7,54.1,2015-11-27,1
1804,ARI,PHI,0,1,2,4,31,33,0.0,75.0,62.1,2016-02-27,0
1805,BOS,CHI,0,1,4,6,46,34,0.0,33.3,58.1,2016-04-03,0
1806,CBJ,ANA,0,1,2,4,36,34,0.0,66.7,37.5,2015-11-06,0
1807,EDM,CAR,0,1,1,4,31,27,25.0,100.0,44.2,2015-11-25,0
1808,DET,MTL,0,1,3,4,42,27,60.0,75.0,64.6,2016-03-29,0
1809,LAK,COL,0,1,1,4,31,33,20.0,40.0,52.4,2016-01-04,0
1810,SJS,NYI,0,1,2,4,36,25,0.0,100.0,50.8,2015-11-10,1
1811,ARI,WSH,0,1,2,3,27,34,0.0,75.0,55.4,2016-02-22,0
1812,COL,PHI,0,1,2,4,34,44,0.0,100.0,58.9,2016-03-24,1
1813,MTL,CHI,0,1,1,2,40,33,0.0,100.0,43.8,2016-01-14,1
1814,WPG,NSH,0,1,2,4,23,31,0.0,100.0,50.9,2016-03-08,1
1815,BUF,VAN,0,1,2,5,34,31,0.0,83.3,50.8,2015-12-07,0
1816,SJS,STL,0,1,0,1,37,24,0.0,100.0,57.4,2016-03-22,1
1817,PHI,DAL,0,1,1,2,35,32,0.0,100.0,52.4,2015-10-20,1
1818,NJD,COL,0,1,0,3,27,26,0.0,100.0,48.0,2016-01-14,0
1819,OTT,ARI,0,1,3,4,38,19,33.3,100.0,46.9,2015-11-28,0
1820,NJD,TBL,0,1,0,4,21,36,0.0,100.0,42.9,2016-02-26,1
1821,TOR,OTT,0,1,0,4,29,17,0.0,100.0,56.7,2016-03-12,0
1822,CBJ,NYI,0,1,2,5,20,33,0.0,87.5,47.1,2016-01-12,0
1823,WPG,BUF,0,1,2,3,19,29,0.0,100.0,44.0,2016-03-26,0
1824,LAK,WSH,0,1,1,3,40,32,0.0,100.0,56.9,2016-02-16,0
1825,NSH,ARI,0,1,0,4,26,29,0.0,50.0,42.4,2016-01-09,0
1826,NJD,COL,0,1,1,2,28,25,0.0,100.0,44.6,2015-12-01,1
1827,CGY,SJS,0,1,2,5,27,29,0.0,0.0,52.0,2015-11-28,0
1828,MIN,SJS,0,1,3,4,28,33,33.3,66.7,42.4,2016-01-23,0
1829,FLA,NSH,0,1,0,5,22,28,0.0,33.3,44.8,2016-02-13,1
1830,TBL,MTL,0,1,0,3,26,24,0.0,100.0,56.3,2016-03-31,1
1831,ANA,COL,0,1,0,3,37,26,0.0,100.0,56.6,2016-03-09,0
1832,ARI,CHI,0,1,5,7,37,28,25.0,25.0,51.4,2015-12-29,1
1833,CAR,VAN,0,1,2,3,28,21,0.0,80.0,55.6,2016-01-06,0
1834,CGY,STL,0,1,2,3,38,22,0.0,0.0,43.8,2015-12-19,0
1835,COL,CBJ,0,1,1,2,30,21,0.0,100.0,47.3,2016-01-16,0
1836,NSH,NYR,0,1,0,3,31,19,0.0,75.0,47.2,2015-11-23,0
1837,PIT,NYR,0,1,0,3,34,22,0.0,100.0,51.9,2016-02-10,1
1838,DET,PIT,0,1,2,7,23,41,50.0,60.0,52.3,2016-03-26,1
1839,ANA,NYI,0,1,2,5,29,31,0.0,100.0,56.6,2015-12-21,0
1840,WPG,DAL,0,1,3,6,38,34,0.0,50.0,36.7,2015-11-12,0
1841,CGY,ANA,0,1,3,8,26,27,33.3,66.7,39.7,2016-03-30,0
1842,MTL,SJS,0,1,2,6,23,36,0.0,100.0,55.1,2016-02-29,0
1843,CAR,TBL,0,1,2,4,31,18,0.0,75.0,51.9,2016-02-21,1
1844,TOR,OTT,0,1,2,3,43,31,33.3,100.0,56.1,2016-03-05,1
1845,MIN,NJD,0,1,4,7,32,25,66.7,100.0,58.5,2016-03-17,0
1846,LAK,NYI,0,1,2,5,30,30,0.0,75.0,50.0,2016-02-11,0
1847,DAL,LAK,0,1,2,3,29,29,0.0,50.0,45.5,2016-01-19,0
1848,NYR,PHI,0,1,0,3,24,34,0.0,100.0,51.1,2015-11-28,1
1849,DET,PIT,0,1,3,6,38,39,0.0,100.0,50.0,2016-02-18,0
1850,PIT,NJD,0,1,0,4,21,37,0.0,75.0,43.3,2015-11-14,0
1851,NYR,VAN,0,1,1,2,33,25,0.0,83.3,51.8,2015-12-09,0
1852,PIT,WSH,0,1,1,4,45,34,0.0,75.0,53.9,2015-12-14,1
1853,COL,VAN,0,1,1,5,38,29,0.0,50.0,48.3,2016-02-21,0
1854,CHI,NJD,0,1,2,4,29,26,0.0,100.0,58.0,2015-11-06,0
1855,DET,TBL,0,1,2,6,25,34,100.0,75.0,57.1,2016-03-22,0
1856,TOR,CBJ,0,1,1,5,27,32,0.0,100.0,54.2,2016-04-06,1
1857,FLA,ARI,0,1,1,5,33,26,0.0,66.7,37.3,2016-03-05,0
1858,DET,ANA,0,1,3,4,27,35,0.0,100.0,56.3,2016-01-23,1
1859,LAK,NJD,0,1,0,1,28,18,0.0,66.7,55.4,2016-02-14,0
1860,WPG,PHI,0,1,0,3,28,23,0.0,60.0,50.9,2015-11-07,1
1861,NJD,CBJ,0,1,1,3,24,14,25.0,100.0,57.1,2015-10-27,1
1862,BOS,ANA,0,1,2,6,34,39,0.0,75.0,52.3,2016-01-26,1
1863,COL,FLA,0,1,1,4,32,28,0.0,0.0,51.6,2015-10-27,0
1864,NYR,EDM,0,1,5,7,34,37,50.0,66.7,51.5,2015-12-11,0
1865,CGY,DAL,0,1,1,2,24,30,0.0,100.0,48.1,2016-01-25,0
1866,COL,NSH,0,1,3,4,28,28,0.0,50.0,44.1,2016-04-05,0
1867,VAN,PHI,0,1,0,2,36,31,0.0,100.0,40.0,2015-12-17,0
1868,TOR,WSH,0,1,2,3,29,23,0.0,75.0,37.9,2016-03-02,0
1869,VAN,EDM,0,1,2,6,27,38,0.0,50.0,55.4,2016-04-06,0
1870,LAK,ANA,0,1,2,4,25,24,50.0,80.0,45.6,2016-02-04,1
1871,EDM,NSH,0,1,2,3,30,25,0.0,100.0,51.6,2016-03-14,1
1872,COL,ANA,0,1,3,5,32,31,14.3,50.0,49.2,2016-04-09,1
1873,NJD,ANA,0,1,1,2,22,18,0.0,0.0,57.4,2015-12-19,1
1874,CAR,BUF,0,1,2,3,27,25,0.0,100.0,59.6,2016-03-22,1
1875,NJD,NYI,0,1,0,1,27,24,0.0,100.0,53.8,2016-02-19,1
1876,FLA,BOS,0,1,1,3,27,25,0.0,0.0,43.9,2015-12-12,0
1877,NJD,CGY,0,1,2,3,20,30,33.3,100.0,47.6,2015-11-17,0
1878,NJD,CAR,0,1,1,3,30,19,0.0,50.0,39.1,2016-03-01,1
1879,SJS,NYI,0,1,3,6,25,34,0.0,66.7,43.1,2015-10-17,0
1880,TOR,BUF,0,1,1,4,26,37,0.0,75.0,40.0,2016-03-31,0
1881,COL,SJS,0,1,3,4,26,32,50.0,100.0,46.8,2015-11-01,1
1882,DET,PHI,0,1,3,4,37,46,0.0,100.0,48.6,2016-03-15,0
1883,FLA,BOS,0,1,1,3,32,30,16.7,33.3,46.0,2015-10-30,1
1884,SJS,DET,0,1,1,2,36,25,0.0,100.0,58.8,2016-01-07,1
1885,ARI,NJD,0,1,0,2,38,16,0.0,100.0,52.8,2016-01-16,1
1886,VAN,CGY,0,1,2,5,28,33,0.0,100.0,49.2,2016-02-19,0
1887,EDM,CGY,0,1,3,5,31,37,0.0,33.3,45.9,2015-12-27,0
1888,SJS,ANA,0,1,0,1,23,26,0.0,100.0,51.9,2015-12-04,0
1889,EDM,ARI,0,1,0,4,44,29,0.0,50.0,37.9,2016-03-12,1
1890,MIN,PIT,0,1,3,4,29,29,33.3,66.7,56.1,2015-11-17,0
1891,MTL,CHI,0,1,2,5,29,33,50.0,75.0,44.6,2016-01-17,0
1892,NYR,TBL,0,1,1,2,21,28,0.0,100.0,54.7,2015-11-19,0
1893,NJD,PIT,0,1,0,2,25,31,0.0,50.0,45.9,2016-01-26,0
1894,NYR,MTL,0,1,0,3,25,32,0.0,100.0,46.5,2015-10-15,0
1895,COL,DET,0,1,3,5,27,28,0.0,100.0,53.4,2016-02-27,1
1896,CBJ,NJD,0,1,1,2,28,22,0.0,100.0,52.4,2016-03-20,0
1897,WSH,DET,0,1,0,1,38,27,0.0,100.0,46.3,2015-11-10,0
1898,CGY,LAK,0,1,0,3,21,29,0.0,66.7,51.0,2016-03-31,0
1899,MIN,BUF,0,1,2,3,30,23,0.0,100.0,45.9,2016-01-12,1
1900,FLA,BUF,0,1,2,3,38,19,33.3,0.0,60.7,2015-11-12,1
1901,CGY,NYI,0,1,0,4,29,35,0.0,66.7,47.4,2015-10-26,0
1902,TOR,NYR,0,1,1,3,25,26,0.0,100.0,60.0,2015-10-30,0
1903,FLA,EDM,0,1,2,4,33,24,0.0,100.0,47.6,2016-01-18,1
1904,BUF,DET,0,1,2,3,20,29,0.0,80.0,45.9,2016-03-28,0
1905,ARI,BUF,0,1,1,2,27,28,0.0,33.3,63.1,2016-01-18,1
1906,CHI,MIN,0,1,1,2,31,36,33.3,100.0,45.2,2015-12-01,1
1907,BOS,NJD,0,1,1,2,40,15,0.0,60.0,50.8,2016-03-29,0
1908,MTL,FLA,0,1,1,4,28,36,0.0,75.0,39.1,2016-03-15,1
1909,OTT,FLA,0,1,2,6,28,31,0.0,100.0,38.6,2016-03-10,0
1910,PHI,NYR,0,1,1,3,22,30,20.0,75.0,54.4,2016-02-14,0
1911,LAK,DET,0,1,2,3,37,29,0.0,80.0,50.8,2015-11-20,0
1912,ARI,TBL,0,1,0,2,32,36,0.0,100.0,50.8,2016-03-19,1
1913,WPG,LAK,0,1,1,4,25,32,0.0,100.0,53.1,2015-10-27,1
1914,CBJ,STL,0,1,1,3,24,32,0.0,66.7,30.2,2015-11-28,0
1915,BOS,SJS,0,1,2,3,23,27,0.0,75.0,55.6,2016-03-15,0
1916,MTL,BUF,0,1,4,6,30,22,66.7,100.0,37.9,2016-02-12,0
1917,CGY,ARI,0,1,1,4,25,26,0.0,75.0,49.2,2016-03-11,1
1918,NSH,DET,0,1,2,3,26,23,0.0,66.7,49.1,2015-12-26,1
1919,CGY,CHI,0,1,1,4,32,27,0.0,100.0,51.8,2016-03-26,1
1920,ANA,TBL,0,1,0,5,30,24,0.0,50.0,57.6,2015-11-21,0
1921,STL,TOR,0,1,1,4,40,33,100.0,80.0,45.7,2016-01-02,0
1922,NJD,DET,0,1,0,1,22,21,0.0,100.0,40.4,2016-01-04,1
1923,MIN,NSH,0,1,2,3,29,24,33.3,100.0,53.6,2015-11-05,1
