,team,opponent,W,L,GF,GA,SF,SA,PP%,PK%,FOW%,date,home_ind
645,TBL,VAN,1,0,3,2,35,23,0.0,50.0,50.0,2016-01-09,0
646,TOR,STL,1,0,4,1,29,28,0.0,100.0,51.5,2015-12-05,0
647,SJS,WSH,1,0,5,2,28,25,50.0,66.7,63.8,2016-03-12,1
648,CAR,DET,1,0,3,1,21,26,0.0,100.0,54.2,2015-10-27,0
649,STL,LAK,1,0,1,1,16,27,0.0,100.0,51.8,2016-01-09,0
650,BUF,TOR,1,0,4,1,37,26,25.0,100.0,60.0,2016-03-31,1
651,DET,ARI,1,0,5,1,44,27,0.0,100.0,57.6,2015-12-03,1
652,TBL,CGY,1,0,3,1,29,31,50.0,75.0,43.6,2015-11-12,1
653,LAK,PIT,1,0,2,2,40,42,0.0,100.0,49.3,2015-12-11,0
654,PHI,MTL,1,0,4,2,36,32,50.0,75.0,49.1,2016-02-02,1
655,LAK,SJS,1,0,3,2,32,32,25.0,100.0,46.2,2016-01-24,0
656,COL,CHI,1,0,3,0,27,29,0.0,100.0,42.6,2015-12-15,0
657,VAN,COL,1,0,5,1,29,38,50.0,100.0,51.7,2016-02-21,1
658,STL,MIN,1,0,4,2,35,32,0.0,100.0,49.2,2016-03-06,0
659,CAR,NYR,1,0,4,3,28,27,50.0,66.7,56.4,2016-03-31,1
660,NYR,DAL,1,0,3,2,29,38,33.3,0.0,45.3,2016-02-27,0
661,BOS,MIN,1,0,4,2,38,26,25.0,100.0,45.8,2015-11-19,1
662,WSH,CAR,1,0,2,1,21,32,0.0,100.0,60.5,2015-12-21,0
663,WSH,ANA,1,0,1,1,32,28,0.0,100.0,43.1,2016-03-07,0
664,DAL,NSH,1,0,5,1,32,34,0.0,100.0,60.0,2015-12-31,1
665,CBJ,BUF,1,0,4,1,30,35,50.0,75.0,49.1,2016-04-08,0
666,WSH,PHI,1,0,3,2,30,35,0.0,100.0,47.8,2016-02-07,1
667,PIT,NJD,1,0,2,0,31,25,50.0,100.0,54.1,2016-01-26,1
668,EDM,PIT,1,0,2,2,36,41,25.0,75.0,50.6,2015-11-28,0
669,LAK,ARI,1,0,4,3,33,27,33.3,50.0,40.3,2015-12-26,0
670,PIT,NYI,1,0,5,2,43,40,50.0,100.0,41.2,2016-01-02,1
671,NYI,EDM,1,0,8,1,31,31,50.0,100.0,52.3,2016-02-07,1
672,MIN,CHI,1,0,2,2,34,31,0.0,100.0,54.8,2016-03-20,0
673,OTT,DAL,1,0,7,4,20,37,33.3,100.0,50.8,2015-11-24,0
674,CHI,FLA,1,0,3,2,27,18,25.0,75.0,49.4,2015-10-22,1
675,CAR,OTT,1,0,3,2,46,21,33.3,50.0,63.1,2015-11-07,1
676,LAK,EDM,1,0,6,4,33,29,0.0,75.0,44.8,2016-03-26,1
677,BOS,TBL,1,0,3,1,34,22,33.3,80.0,44.8,2015-10-31,0
678,OTT,BOS,1,0,3,1,22,39,50.0,100.0,37.7,2015-12-27,1
679,TBL,OTT,1,0,4,1,30,31,33.3,100.0,47.4,2015-12-10,1
680,ANA,SJS,1,0,1,0,26,23,0.0,100.0,48.1,2015-12-04,1
681,PHI,CGY,1,0,5,3,29,32,66.7,75.0,50.9,2016-02-29,1
682,NJD,NYI,1,0,2,2,17,26,0.0,50.0,55.1,2015-10-31,1
683,DET,TOR,1,0,2,1,24,33,0.0,100.0,43.1,2015-11-06,0
684,NSH,MIN,1,0,3,2,24,29,0.0,66.7,46.4,2015-11-05,0
685,CGY,NSH,1,0,3,2,34,26,0.0,100.0,54.5,2016-03-09,1
686,CHI,STL,1,0,4,2,27,31,20.0,83.3,55.6,2015-11-14,0
687,WSH,PIT,1,0,4,1,34,45,25.0,100.0,46.1,2015-12-14,0
688,TBL,OTT,1,0,4,1,29,34,0.0,100.0,42.0,2016-03-03,0
689,CGY,CHI,1,0,2,1,37,19,0.0,66.7,49.1,2015-11-20,1
690,COL,EDM,1,0,3,2,29,27,0.0,100.0,50.0,2016-02-20,0
691,WPG,NYR,1,0,5,2,36,28,0.0,50.0,54.4,2015-12-18,1
692,DAL,CHI,1,0,4,2,32,46,100.0,100.0,47.4,2016-02-11,0
693,WPG,MIN,1,0,5,4,33,30,0.0,80.0,55.4,2015-10-25,1
694,ARI,EDM,1,0,4,0,29,44,50.0,100.0,62.1,2016-03-12,0
695,ANA,PHI,1,0,4,2,37,26,66.7,80.0,66.1,2015-12-27,1
696,STL,FLA,1,0,5,3,28,32,100.0,100.0,55.6,2016-02-12,0
697,EDM,STL,1,0,6,4,27,28,66.7,66.7,41.2,2016-03-16,1
698,NJD,NYR,1,0,5,2,36,19,33.3,0.0,55.9,2016-02-23,1
699,TOR,ANA,1,0,6,5,26,38,60.0,50.0,51.7,2016-03-24,1
700,NYR,CAR,1,0,4,1,32,31,0.0,100.0,51.8,2016-01-22,0
701,WPG,DET,1,0,4,1,25,34,50.0,83.3,55.8,2015-12-29,1
702,MTL,TBL,1,0,3,0,24,26,0.0,100.0,43.8,2016-03-31,0
703,PHI,PIT,1,0,3,1,36,19,0.0,100.0,63.8,2016-04-09,1
704,SJS,CGY,1,0,2,1,23,48,0.0,85.7,45.6,2016-03-07,0
705,NSH,MTL,1,0,1,1,30,29,0.0,100.0,54.7,2016-02-22,0
706,TBL,LAK,1,0,1,1,30,38,0.0,0.0,54.8,2015-11-25,1
707,OTT,CGY,1,0,6,4,26,38,33.3,66.7,55.4,2016-02-27,0
708,CGY,BOS,1,0,5,4,37,38,0.0,100.0,50.0,2015-12-04,1
709,NYI,MIN,1,0,5,3,38,43,100.0,75.0,46.5,2016-02-02,1
710,ANA,DET,1,0,4,3,35,27,0.0,100.0,43.8,2016-01-23,0
711,OTT,NYI,1,0,3,2,29,31,0.0,0.0,61.3,2015-12-05,1
712,VAN,LAK,1,0,3,2,24,42,25.0,100.0,36.8,2016-04-04,1
713,CBJ,NJD,1,0,3,1,14,24,0.0,75.0,42.9,2015-10-27,0
714,CBJ,STL,1,0,3,1,38,20,0.0,100.0,54.5,2015-11-17,1
715,PHI,DET,1,0,4,3,46,37,0.0,100.0,51.3,2016-03-15,1
716,WPG,COL,1,0,3,2,30,37,25.0,66.7,42.2,2016-03-12,1
717,COL,SJS,1,0,6,3,26,38,66.7,100.0,43.9,2015-12-28,0
718,BOS,FLA,1,0,5,4,32,51,0.0,75.0,41.5,2016-03-07,0
719,BOS,STL,1,0,6,5,28,30,50.0,100.0,43.1,2016-04-01,0
720,STL,NJD,1,0,2,0,28,24,0.0,100.0,45.8,2015-11-10,0
721,DAL,MIN,1,0,4,3,44,26,0.0,100.0,49.3,2015-11-28,0
722,NYI,PIT,1,0,2,1,27,35,50.0,100.0,55.7,2016-03-08,1
723,CAR,TOR,1,0,1,0,41,32,0.0,100.0,49.1,2016-01-21,0
724,TBL,NJD,1,0,3,1,36,26,14.3,83.3,43.8,2016-04-02,1
725,TBL,ANA,1,0,5,0,24,30,50.0,100.0,42.4,2015-11-21,1
726,NYR,FLA,1,0,4,2,32,27,50.0,0.0,62.5,2016-03-21,1
727,DET,DAL,1,0,3,2,33,41,25.0,100.0,38.8,2016-02-29,0
728,CHI,PIT,1,0,3,2,30,36,0.0,100.0,44.0,2016-01-05,0
729,EDM,WPG,1,0,3,1,21,45,0.0,100.0,67.2,2015-12-21,1
730,ARI,DAL,1,0,3,1,30,38,0.0,100.0,62.9,2016-03-24,1
731,ARI,CGY,1,0,4,1,26,25,25.0,100.0,50.8,2016-03-11,0
732,BUF,WPG,1,0,4,2,29,44,33.3,50.0,54.2,2016-01-10,0
733,MTL,CAR,1,0,1,1,34,35,0.0,100.0,51.7,2016-02-07,1
734,STL,NSH,1,0,1,0,23,16,0.0,100.0,43.5,2016-02-02,0
735,BUF,OTT,1,0,3,1,34,33,33.3,100.0,59.6,2016-03-18,1
736,CHI,DET,1,0,5,2,33,33,66.7,75.0,40.4,2016-03-02,0
737,EDM,ARI,1,0,3,3,41,34,25.0,100.0,49.3,2016-01-02,1
738,CGY,VAN,1,0,4,1,30,35,0.0,100.0,65.3,2016-02-06,0
739,CHI,PIT,1,0,3,1,37,18,0.0,66.7,53.4,2016-01-06,1
740,CBJ,TOR,1,0,3,1,22,42,50.0,100.0,42.9,2016-01-13,0
741,COL,FLA,1,0,3,2,26,40,33.3,100.0,51.0,2016-03-03,1
742,CAR,DET,1,0,5,3,36,20,33.3,100.0,57.4,2015-10-16,0
743,EDM,PHI,1,0,4,0,31,35,0.0,100.0,31.3,2016-03-03,0
744,WPG,MIN,1,0,5,1,34,29,66.7,100.0,45.6,2016-04-03,1
745,SJS,CGY,1,0,5,2,29,27,100.0,100.0,48.0,2015-11-28,1
746,EDM,NYR,1,0,7,5,37,34,33.3,50.0,48.5,2015-12-11,1
747,FLA,CBJ,1,0,1,1,32,23,0.0,100.0,37.5,2015-12-04,0
748,ANA,CGY,1,0,8,3,27,26,33.3,66.7,60.3,2016-03-30,1
749,CBJ,BOS,1,0,6,4,35,30,66.7,100.0,36.2,2016-02-22,0
750,PIT,COL,1,0,4,3,30,31,25.0,80.0,54.1,2015-11-19,1
751,TOR,LAK,1,0,5,0,34,26,0.0,100.0,45.6,2015-12-19,1
752,TBL,ARI,1,0,2,1,36,30,0.0,100.0,44.4,2016-02-23,1
753,NSH,BOS,1,0,2,0,24,29,0.0,100.0,53.7,2016-02-18,1
754,LAK,BOS,1,0,2,1,20,28,0.0,100.0,38.0,2016-03-19,1
755,NYR,OTT,1,0,1,1,34,23,50.0,66.7,45.3,2015-11-14,0
756,CGY,DET,1,0,3,2,40,29,0.0,50.0,48.4,2015-10-23,1
757,NJD,NYR,1,0,2,1,24,27,0.0,100.0,43.5,2015-10-18,0
758,MIN,COL,1,0,4,0,35,29,20.0,100.0,51.6,2016-03-26,0
759,ARI,TOR,1,0,4,3,24,27,50.0,100.0,60.0,2015-10-26,0
760,NYR,ANA,1,0,2,1,23,23,0.0,0.0,54.5,2016-03-16,0
761,DAL,TBL,1,0,5,3,22,33,66.7,100.0,33.9,2015-10-15,0
762,NSH,WPG,1,0,7,0,34,20,40.0,100.0,56.5,2015-11-14,1
763,BUF,TBL,1,0,4,1,27,31,33.3,80.0,50.0,2015-11-10,0
764,NYI,WPG,1,0,4,3,27,29,0.0,75.0,49.2,2016-03-03,0
765,WPG,CHI,1,0,3,1,31,46,33.3,66.7,53.5,2015-10-29,1
766,MIN,NSH,1,0,4,0,27,23,50.0,100.0,51.7,2015-11-21,1
767,MIN,MTL,1,0,4,1,22,31,50.0,100.0,58.6,2016-03-12,0
768,DET,TOR,1,0,3,2,26,34,33.3,100.0,54.8,2016-04-02,0
769,STL,DAL,1,0,3,0,26,26,33.3,100.0,47.1,2015-12-12,1
770,LAK,DAL,1,0,3,2,29,29,50.0,100.0,54.5,2016-01-19,1
771,TOR,CGY,1,0,5,2,26,25,0.0,100.0,43.3,2016-03-21,1
772,COL,NSH,1,0,5,3,27,22,33.3,66.7,53.3,2016-01-08,1
773,NYR,CBJ,1,0,4,2,30,29,0.0,100.0,48.3,2016-04-04,0
774,VAN,ARI,1,0,2,1,26,34,0.0,75.0,48.6,2016-02-10,0
775,SJS,FLA,1,0,5,2,32,33,0.0,66.7,50.9,2015-11-05,1
776,CHI,SJS,1,0,4,3,32,36,0.0,66.7,50.7,2015-12-20,1
777,BOS,OTT,1,0,7,3,37,32,57.1,100.0,52.9,2015-12-29,1
778,CHI,WPG,1,0,2,0,31,25,40.0,100.0,52.9,2015-12-11,1
779,WSH,VAN,1,0,3,2,35,25,0.0,66.7,34.8,2015-10-22,0
780,BOS,CAR,1,0,4,1,22,40,0.0,66.7,49.2,2016-02-26,0
781,CGY,PIT,1,0,5,2,31,25,33.3,50.0,44.9,2015-11-07,1
782,NSH,BUF,1,0,3,2,20,32,0.0,100.0,42.6,2015-11-25,0
783,LAK,CGY,1,0,5,4,26,23,0.0,75.0,45.3,2016-04-05,0
784,NJD,VAN,1,0,3,2,22,38,20.0,87.5,54.0,2015-11-22,0
785,MIN,VAN,1,0,6,2,41,31,60.0,0.0,59.7,2015-12-15,1
786,TBL,TOR,1,0,1,0,29,30,16.7,100.0,52.5,2016-01-27,1
787,DET,EDM,1,0,4,3,32,24,0.0,50.0,50.0,2015-11-27,1
788,DET,LAK,1,0,3,2,29,37,20.0,100.0,49.2,2015-11-20,1
789,VAN,BOS,1,0,4,2,27,30,0.0,0.0,54.1,2016-01-21,0
790,OTT,TBL,1,0,5,1,29,32,16.7,100.0,47.3,2016-02-08,1
791,STL,COL,1,0,3,1,27,21,66.7,100.0,62.7,2016-03-29,1
792,BUF,NYI,1,0,4,3,26,24,0.0,100.0,43.4,2016-04-09,0
793,NSH,NYR,1,0,5,3,35,29,100.0,100.0,61.0,2015-12-28,1
794,DET,STL,1,0,4,3,32,33,50.0,100.0,50.0,2015-11-21,0
795,BOS,MIN,1,0,4,2,19,33,0.0,100.0,55.6,2016-02-13,0
796,NYI,CBJ,1,0,4,0,29,37,0.0,100.0,38.5,2015-10-20,0
797,WSH,TOR,1,0,2,2,31,25,16.7,66.7,60.7,2015-11-07,1
798,VAN,ANA,1,0,3,2,28,36,0.0,100.0,47.4,2016-04-01,0
799,MTL,OTT,1,0,3,1,42,26,0.0,100.0,53.7,2015-12-12,1
800,LAK,PHI,1,0,2,1,32,30,33.3,75.0,47.7,2016-01-02,1
801,NYR,BUF,1,0,4,2,26,36,50.0,100.0,50.0,2016-03-08,0
802,ANA,EDM,1,0,2,1,34,18,33.3,100.0,40.0,2016-02-26,1
803,PHI,BOS,1,0,5,4,37,30,50.0,66.7,57.9,2015-10-21,0
804,CAR,WPG,1,0,5,3,29,36,25.0,50.0,44.4,2016-02-05,0
805,PHI,WSH,1,0,4,3,32,30,20.0,100.0,54.1,2016-01-27,0
806,CAR,CGY,1,0,5,2,36,35,20.0,100.0,56.7,2016-01-24,1
807,CHI,ARI,1,0,5,4,40,28,0.0,50.0,39.1,2016-02-04,0
808,WPG,NSH,1,0,5,4,24,35,20.0,50.0,39.7,2016-01-14,1
809,DAL,WPG,1,0,6,3,34,38,50.0,100.0,63.3,2015-11-12,1
810,WSH,MIN,1,0,3,2,27,32,100.0,66.7,50.0,2016-02-26,1
811,NSH,OTT,1,0,3,3,25,41,33.3,100.0,45.2,2015-10-17,0
812,SJS,VAN,1,0,4,1,31,24,25.0,100.0,59.4,2016-03-29,0
813,WSH,NYI,1,0,4,1,38,35,0.0,100.0,50.0,2016-01-07,0
814,NSH,FLA,1,0,5,0,28,22,66.7,100.0,55.2,2016-02-13,0
815,PIT,ANA,1,0,6,2,35,38,0.0,100.0,61.6,2016-02-08,1
816,NSH,LAK,1,0,5,2,30,30,50.0,100.0,53.3,2016-03-21,1
817,NYI,CBJ,1,0,5,2,33,20,12.5,100.0,52.9,2016-01-12,1
818,WSH,BOS,1,0,4,1,31,29,25.0,50.0,42.6,2015-11-05,1
819,MIN,CGY,1,0,5,3,24,28,33.3,80.0,49.2,2016-02-17,0
820,DAL,CHI,1,0,5,2,31,23,33.3,100.0,44.4,2016-03-11,1
821,LAK,FLA,1,0,4,1,35,19,100.0,100.0,58.8,2015-11-07,1
822,NJD,NYR,1,0,3,2,25,33,100.0,100.0,57.4,2016-02-02,1
823,NJD,EDM,1,0,2,1,26,20,40.0,100.0,50.9,2016-02-09,1
824,CHI,NSH,1,0,3,2,23,43,0.0,80.0,52.5,2016-01-12,1
825,ARI,NYI,1,0,1,0,29,25,0.0,100.0,59.6,2015-12-19,1
826,CBJ,WSH,1,0,4,4,29,33,66.7,66.7,55.4,2016-01-02,1
827,TOR,DAL,1,0,3,2,30,38,100.0,100.0,53.7,2015-11-10,0
828,CAR,ARI,1,0,5,4,33,29,66.7,100.0,49.1,2015-12-12,0
829,CBJ,DET,1,0,5,3,32,35,40.0,80.0,47.6,2016-03-08,1
830,NJD,BOS,1,0,2,1,15,40,40.0,100.0,49.2,2016-03-29,1
831,PHI,WPG,1,0,3,0,23,28,40.0,100.0,49.1,2015-11-07,0
832,NYI,PHI,1,0,3,3,26,46,100.0,100.0,50.0,2015-12-08,0
833,LAK,NSH,1,0,2,1,30,34,0.0,83.3,45.0,2016-02-20,0
834,OTT,BOS,1,0,6,1,36,40,0.0,100.0,43.3,2016-04-09,0
835,WSH,CBJ,1,0,4,1,40,22,20.0,100.0,55.0,2016-03-28,1
836,EDM,ANA,1,0,4,3,27,37,50.0,50.0,46.8,2015-11-11,0
837,OTT,FLA,1,0,3,1,23,34,50.0,100.0,61.7,2016-04-07,1
838,WSH,PIT,1,0,3,2,37,30,33.3,100.0,54.5,2016-03-01,1
839,TOR,NYI,1,0,3,1,38,26,0.0,100.0,34.7,2015-12-27,0
840,LAK,VAN,1,0,5,1,29,22,50.0,100.0,56.9,2016-03-07,1
841,FLA,DAL,1,0,6,2,30,35,0.0,75.0,50.0,2015-10-24,0
842,ANA,COL,1,0,5,3,31,32,50.0,85.7,50.8,2016-04-09,0
843,OTT,WPG,1,0,2,1,19,21,0.0,100.0,53.5,2016-03-30,0
844,NJD,OTT,1,0,3,0,21,36,25.0,100.0,41.0,2015-12-30,0
845,LAK,CGY,1,0,4,1,24,24,100.0,100.0,45.5,2015-12-31,0
846,ARI,COL,1,0,2,1,28,39,0.0,66.7,44.3,2015-12-27,0
847,PHI,NYR,1,0,2,2,48,39,0.0,66.7,43.1,2015-10-24,1
848,NJD,MIN,1,0,7,4,25,32,0.0,33.3,41.5,2016-03-17,1
849,NYR,SJS,1,0,4,0,28,22,100.0,100.0,40.0,2015-10-19,1
850,NYI,NYR,1,0,4,1,23,37,33.3,100.0,56.3,2016-04-07,0
851,EDM,NJD,1,0,5,1,27,20,16.7,75.0,48.9,2015-11-20,1
852,CBJ,ANA,1,0,3,3,34,27,25.0,100.0,38.8,2016-02-11,1
853,ARI,ANA,1,0,4,3,28,36,20.0,75.0,61.1,2015-11-09,0
854,LAK,VAN,1,0,5,0,38,27,33.3,100.0,67.2,2015-12-28,0
855,EDM,WPG,1,0,2,1,31,40,0.0,100.0,54.7,2016-03-06,0
856,ARI,WPG,1,0,4,2,21,37,40.0,100.0,43.9,2015-12-31,1
857,VAN,COL,1,0,3,1,28,30,0.0,100.0,34.0,2016-02-09,0
858,NYR,PIT,1,0,3,0,22,34,0.0,100.0,48.1,2016-02-10,0
859,PIT,NYR,1,0,5,3,33,27,33.3,75.0,47.2,2016-03-13,0
860,DET,TBL,1,0,2,1,29,30,0.0,75.0,43.8,2015-11-03,1
861,STL,ARI,1,0,4,1,22,23,0.0,100.0,56.2,2015-12-08,1
862,NYI,STL,1,0,1,1,25,32,0.0,100.0,45.5,2015-12-04,1
863,MTL,STL,1,0,3,0,36,38,0.0,100.0,48.0,2015-10-20,1
864,SJS,EDM,1,0,3,0,22,31,50.0,100.0,50.9,2016-03-08,0
865,BOS,CBJ,1,0,2,1,30,29,0.0,100.0,55.2,2016-02-16,0
866,PIT,TOR,1,0,2,1,33,27,0.0,100.0,44.3,2015-10-17,1
867,FLA,DET,1,0,6,3,33,39,50.0,71.4,59.3,2016-02-04,1
868,NJD,FLA,1,0,4,2,18,36,0.0,100.0,30.0,2015-12-06,1
869,TBL,EDM,1,0,6,4,31,26,0.0,100.0,41.0,2016-01-19,1
870,WSH,CGY,1,0,6,2,30,19,0.0,100.0,53.1,2015-10-20,0
871,BUF,COL,1,0,4,1,21,35,0.0,100.0,48.2,2016-02-14,1
872,MTL,CAR,1,0,4,2,31,28,0.0,100.0,47.7,2016-04-07,0
873,WPG,STL,1,0,1,1,33,22,0.0,66.7,43.5,2016-02-09,0
874,SJS,LAK,1,0,5,2,31,32,50.0,66.7,60.8,2016-03-28,1
875,BOS,TOR,1,0,3,1,33,26,50.0,100.0,44.6,2016-03-26,0
876,WSH,LAK,1,0,3,1,32,40,0.0,100.0,43.1,2016-02-16,1
877,OTT,WPG,1,0,2,2,31,40,0.0,100.0,60.3,2015-11-05,1
878,CHI,OTT,1,0,3,0,30,26,0.0,100.0,49.0,2016-01-03,1
879,TBL,TOR,1,0,5,4,27,37,0.0,66.7,37.1,2015-12-15,0
880,FLA,BUF,1,0,7,4,35,34,0.0,50.0,55.2,2016-02-09,0
881,FLA,CHI,1,0,4,0,32,27,0.0,100.0,49.0,2016-01-22,1
882,LAK,NYR,1,0,4,3,37,26,0.0,100.0,56.9,2016-03-17,1
883,BOS,BUF,1,0,4,1,31,34,0.0,100.0,50.8,2016-01-15,0
884,WPG,VAN,1,0,4,1,34,30,25.0,80.0,61.2,2015-11-18,1
885,CGY,PIT,1,0,4,2,30,31,0.0,100.0,45.3,2016-03-05,0
886,BOS,PIT,1,0,5,1,29,42,0.0,100.0,45.9,2016-02-24,1
887,BUF,CAR,1,0,4,1,21,28,0.0,100.0,42.3,2015-11-27,1
888,MTL,OTT,1,0,3,1,34,21,0.0,100.0,40.0,2015-10-11,0
889,CAR,BOS,1,0,1,1,28,36,0.0,100.0,41.9,2016-04-05,0
890,CAR,NYI,1,0,6,3,31,26,50.0,50.0,49.0,2016-02-13,1
891,DAL,WPG,1,0,1,1,24,33,0.0,100.0,50.0,2016-01-07,1
892,WPG,NSH,1,0,4,1,18,44,66.7,100.0,51.9,2016-01-05,0
893,EDM,TOR,1,0,5,2,35,36,20.0,100.0,46.7,2016-02-11,1
894,ANA,FLA,1,0,3,1,41,25,33.3,100.0,50.0,2015-11-19,0
895,CGY,DAL,1,0,3,1,27,36,0.0,100.0,52.5,2015-12-17,0
896,TBL,OTT,1,0,5,2,35,25,66.7,100.0,45.6,2015-12-20,1
897,CBJ,LAK,1,0,3,2,25,33,25.0,75.0,44.1,2015-11-05,0
898,FLA,WPG,1,0,3,2,22,32,33.3,100.0,60.4,2016-03-01,0
899,NJD,CAR,1,0,5,1,27,31,25.0,100.0,32.9,2015-12-03,0
900,MIN,LAK,1,0,3,0,28,32,50.0,100.0,59.2,2016-01-21,0
901,TOR,NJD,1,0,2,2,39,34,0.0,83.3,63.5,2016-02-04,1
902,CBJ,NJD,1,0,2,1,25,28,0.0,100.0,47.2,2015-11-25,0
903,NSH,COL,1,0,4,3,28,28,50.0,100.0,55.9,2016-04-05,1
904,DAL,MTL,1,0,6,2,27,23,37.5,83.3,36.8,2015-12-19,1
905,EDM,SJS,1,0,6,3,22,26,0.0,50.0,44.8,2016-03-24,0
906,FLA,TBL,1,0,4,4,23,28,25.0,100.0,52.6,2015-11-14,0
907,VAN,MTL,1,0,5,1,28,26,50.0,100.0,55.4,2015-10-27,1
908,NJD,PIT,1,0,3,0,24,39,33.3,100.0,36.4,2016-03-24,0
909,NSH,TOR,1,0,3,2,26,27,50.0,75.0,42.9,2016-02-23,0
910,BUF,FLA,1,0,3,2,19,38,100.0,66.7,39.3,2015-11-12,0
911,TBL,CAR,1,0,4,2,18,31,25.0,100.0,48.1,2016-02-21,0
912,PHI,COL,1,0,4,2,44,34,0.0,100.0,41.1,2016-03-24,0
913,SJS,WPG,1,0,4,1,27,22,16.7,66.7,45.2,2016-01-12,0
914,WSH,NYI,1,0,3,2,35,22,20.0,100.0,57.1,2016-02-18,0
915,TBL,TOR,1,0,3,0,18,34,0.0,100.0,48.1,2016-03-28,1
916,TBL,CHI,1,0,2,1,33,18,25.0,100.0,66.7,2016-01-21,1
917,NYI,WPG,1,0,4,2,44,24,33.3,66.7,61.2,2015-10-12,1
918,LAK,VAN,1,0,2,1,40,16,16.7,75.0,65.1,2015-12-01,1
919,ARI,MIN,1,0,1,1,24,35,0.0,100.0,50.0,2016-01-25,0
920,ANA,NJD,1,0,2,1,18,22,0.0,100.0,42.6,2015-12-19,0
921,DET,BUF,1,0,3,0,45,19,0.0,100.0,55.9,2016-01-22,0
922,BOS,BUF,1,0,2,1,38,38,0.0,100.0,47.1,2016-02-06,1
923,WSH,VAN,1,0,4,1,40,30,0.0,66.7,63.0,2016-01-14,1
924,DAL,NSH,1,0,3,2,24,30,25.0,75.0,59.3,2016-04-09,1
925,PIT,CBJ,1,0,3,2,31,27,33.3,100.0,46.0,2016-03-11,0
926,VAN,FLA,1,0,3,2,30,28,25.0,100.0,39.4,2016-01-11,1
927,BOS,VAN,1,0,4,0,22,17,0.0,100.0,53.7,2015-12-05,0
928,STL,COL,1,0,5,1,39,31,33.3,100.0,54.5,2016-04-03,0
929,NJD,BUF,1,0,2,0,21,25,0.0,100.0,44.4,2015-12-15,0
930,DET,WPG,1,0,3,2,35,25,0.0,100.0,60.7,2016-03-10,1
931,CHI,EDM,1,0,4,3,27,37,50.0,100.0,47.0,2015-11-18,0
932,NSH,MIN,1,0,3,2,39,22,20.0,100.0,44.6,2015-12-19,1
933,BUF,CAR,1,0,3,2,25,27,0.0,100.0,40.4,2016-03-22,0
934,CGY,ARI,1,0,5,2,21,24,66.7,50.0,40.6,2016-03-28,0
935,COL,WPG,1,0,4,1,29,21,33.3,100.0,45.7,2015-11-23,0
936,TBL,CAR,1,0,4,3,31,35,25.0,50.0,57.1,2015-11-01,0
937,NJD,CBJ,1,0,2,1,22,28,0.0,100.0,47.6,2016-03-20,1
938,NJD,VAN,1,0,4,3,28,31,20.0,100.0,45.0,2015-11-08,1
939,BOS,TOR,1,0,2,0,37,22,0.0,100.0,54.7,2015-11-21,1
940,WPG,WSH,1,0,2,1,36,38,20.0,75.0,49.2,2015-12-05,1
941,TBL,CBJ,1,0,2,1,29,26,0.0,100.0,42.1,2015-12-14,0
942,CHI,ANA,1,0,1,0,24,39,0.0,100.0,41.4,2015-10-26,1
943,WSH,NYI,1,0,3,2,23,26,0.0,100.0,47.1,2016-02-04,1
944,CHI,BUF,1,0,3,1,45,29,0.0,100.0,44.6,2016-01-08,1
945,WPG,SJS,1,0,5,4,26,25,50.0,50.0,44.1,2016-04-07,0
946,DAL,COL,1,0,4,2,31,19,40.0,100.0,45.5,2016-04-07,1
947,WPG,VAN,1,0,5,2,29,28,0.0,100.0,44.2,2016-03-14,0
948,WSH,TBL,1,0,5,3,23,19,75.0,100.0,48.9,2015-12-18,1
949,NYI,CBJ,1,0,3,2,19,30,33.3,0.0,42.6,2015-12-12,0
950,PIT,WSH,1,0,4,3,35,30,0.0,100.0,54.1,2016-04-07,0
951,ANA,WPG,1,0,3,2,33,29,50.0,100.0,58.7,2016-03-20,0
952,TBL,BUF,1,0,4,1,22,31,0.0,100.0,50.0,2015-11-05,0
953,CGY,SJS,1,0,5,5,22,42,40.0,66.7,51.5,2016-02-11,0
954,CGY,SJS,1,0,4,2,33,33,14.3,66.7,41.5,2015-12-08,1
955,BOS,ARI,1,0,6,0,27,24,25.0,100.0,50.0,2015-10-27,1
956,COL,ANA,1,0,3,0,26,37,0.0,100.0,43.4,2016-03-09,1
957,DAL,NJD,1,0,4,2,25,20,0.0,100.0,61.0,2016-03-04,1
958,FLA,WPG,1,0,3,1,32,30,25.0,75.0,71.7,2016-02-20,1
959,MIN,CGY,1,0,6,2,29,33,60.0,80.0,52.4,2016-03-24,1
960,MIN,CHI,1,0,4,1,18,19,0.0,100.0,67.4,2016-03-29,1
961,BUF,CAR,1,0,3,2,24,30,0.0,66.7,36.4,2016-03-12,1
962,BUF,PHI,1,0,3,1,36,28,16.7,100.0,52.2,2015-10-30,1
963,PHI,NJD,1,0,6,3,26,24,50.0,85.7,39.7,2016-02-16,0
964,NYR,MIN,1,0,4,2,30,18,0.0,66.7,48.1,2016-02-04,1
965,MIN,CHI,1,0,5,4,30,29,50.0,0.0,49.3,2015-10-30,1
966,TBL,MIN,1,0,2,2,30,32,0.0,100.0,54.8,2016-01-02,1
967,WPG,CBJ,1,0,3,2,27,21,33.3,100.0,56.3,2015-10-31,0
968,SJS,STL,1,0,6,3,33,28,40.0,33.3,53.3,2016-02-22,0
969,DET,CBJ,1,0,1,1,28,29,0.0,100.0,41.2,2016-02-23,1
