,team,opponent,hits,blocked_shots,giveaways,takeaways,save%,date
20,TBL,ANA,21,9,9,6,20.8,2015-11-21
21,NSH,COL,21,9,9,5,8.6,2016-03-28
22,WPG,DAL,21,22,10,4,7.9,2015-11-12
23,PIT,TOR,21,12,9,7,6.1,2015-10-17
24,MIN,ARI,21,15,5,4,2.9,2016-01-25
25,NSH,ANA,21,23,18,8,14.3,2015-11-17
26,SJS,PIT,21,22,2,4,10.3,2015-11-21
27,DAL,VAN,21,15,19,10,8.0,2015-11-27
28,MIN,LAK,21,21,7,3,10.7,2016-01-21
29,MTL,PIT,21,9,4,5,10.0,2015-10-13
30,MIN,BOS,21,10,5,9,6.1,2016-02-13
31,COL,NSH,21,19,7,6,14.8,2016-03-28
32,WPG,CHI,21,13,12,6,0.0,2016-03-18
33,CAR,NYI,21,12,3,7,19.4,2016-02-13
34,TOR,CAR,21,10,4,15,10.3,2016-02-25
35,COL,ANA,21,41,14,6,12.0,2015-10-16
36,NYI,EDM,21,8,11,5,25.8,2016-02-07
37,PIT,NYR,21,16,12,5,15.2,2016-03-13
38,DET,NYR,20,7,11,3,7.0,2016-03-12
39,PIT,BOS,20,11,15,11,2.4,2016-02-24
40,BOS,TBL,20,7,7,6,3.0,2016-02-28
41,CBJ,BUF,20,12,6,4,13.3,2016-04-08
42,BOS,ANA,20,11,12,6,5.9,2016-01-26
43,BOS,DET,20,15,6,5,14.7,2016-04-07
44,NJD,DAL,20,6,4,8,10.0,2016-01-02
45,SJS,LAK,20,18,14,8,2.5,2015-10-22
46,LAK,BUF,20,14,4,1,4.8,2015-12-12
47,COL,STL,20,14,3,4,4.8,2016-03-29
48,VAN,BOS,20,10,6,3,0.0,2015-12-05
49,CBJ,BOS,20,16,18,10,6.1,2016-01-23
0,SJS,WPG,20,15,17,10,16.0,2016-04-07
1,STL,CBJ,20,11,7,8,9.4,2015-11-28
2,ARI,ANA,20,12,13,6,14.3,2015-11-09
3,WPG,VAN,20,8,5,4,17.2,2016-03-14
4,EDM,NSH,20,8,17,4,4.2,2016-01-23
5,BUF,MIN,20,13,3,3,13.0,2016-01-12
6,NJD,PIT,20,5,5,11,10.8,2015-11-14
7,PHI,OTT,20,14,9,10,8.3,2016-04-02
8,WPG,TOR,20,16,9,4,17.1,2015-12-02
9,ARI,LAK,20,17,7,6,12.0,2015-11-10
10,TOR,CBJ,20,13,10,10,3.7,2016-04-06
11,NYR,TOR,20,18,12,11,13.3,2015-11-15
12,MTL,STL,20,10,6,4,6.1,2016-01-16
13,NYR,DET,20,16,3,4,8.0,2016-03-12
14,DAL,NSH,20,12,7,8,15.6,2015-12-31
15,ANA,NSH,20,12,3,5,3.6,2015-10-22
16,MIN,NJD,20,8,4,4,12.5,2016-03-17
17,NYI,BUF,20,17,18,8,12.5,2016-04-09
18,TOR,BUF,20,19,5,6,4.2,2015-10-21
19,FLA,TBL,20,11,6,3,3.7,2016-01-17
20,DAL,CHI,20,26,10,10,16.1,2016-03-11
21,VAN,COL,20,8,8,6,3.4,2016-03-16
22,ANA,CBJ,20,24,2,10,11.1,2016-02-11
23,NYR,MIN,20,12,6,8,13.3,2016-02-04
24,ANA,MIN,20,20,11,4,18.2,2015-10-18
25,VAN,CBJ,20,18,5,8,16.7,2015-11-10
26,OTT,NYR,20,14,13,10,9.1,2016-01-24
27,FLA,MTL,20,7,9,14,10.3,2016-04-02
28,ARI,NYR,20,15,5,4,2.9,2015-10-22
29,TOR,PHI,20,17,6,7,8.6,2016-01-19
30,LAK,SJS,20,13,10,5,13.8,2015-10-22
31,TBL,FLA,20,7,5,3,5.0,2016-01-23
32,NJD,FLA,20,2,5,0,6.3,2015-12-17
33,EDM,NYR,20,16,8,6,10.0,2015-12-15
34,DET,WSH,20,15,8,3,8.7,2015-12-08
35,DAL,LAK,20,15,11,2,6.9,2016-01-19
36,MIN,ANA,20,10,11,6,2.9,2015-10-18
37,ANA,COL,20,12,3,10,0.0,2016-03-09
38,DET,CBJ,20,13,3,4,8.6,2016-03-08
39,STL,MIN,20,10,6,6,16.7,2016-02-06
40,VAN,NSH,20,11,4,2,14.3,2016-03-12
41,DET,PHI,20,9,7,6,3.3,2016-01-17
42,NYI,CBJ,20,22,3,12,15.2,2016-01-12
43,FLA,VAN,20,12,3,2,7.1,2016-01-11
44,STL,CAR,20,18,4,4,4.2,2016-01-14
45,NJD,PHI,20,13,4,7,8.3,2016-02-13
46,DAL,ARI,20,11,15,6,12.1,2016-03-31
47,NJD,MIN,20,11,3,2,11.8,2016-01-10
48,CGY,ANA,20,13,12,5,11.5,2016-03-30
49,VAN,SJS,20,5,12,5,4.2,2016-03-29
0,OTT,WPG,20,17,13,9,10.5,2016-03-30
1,DAL,CHI,20,18,16,14,12.5,2015-12-22
2,TOR,FLA,20,14,4,11,3.0,2016-03-17
3,TBL,DET,20,16,9,10,13.0,2016-02-03
4,CAR,EDM,20,11,13,2,0.0,2016-01-04
5,NYR,VAN,20,10,15,5,6.1,2016-01-19
6,PIT,CBJ,20,15,12,1,3.4,2015-11-13
7,NSH,MIN,20,23,4,4,12.5,2015-11-05
8,TBL,NYI,20,15,15,6,16.7,2016-03-25
9,WSH,BUF,20,12,9,2,7.7,2015-12-28
10,COL,MIN,20,16,3,1,0.0,2015-12-05
11,CBJ,CAR,20,20,2,9,12.5,2016-01-09
12,EDM,COL,20,10,12,5,7.4,2016-02-20
13,MIN,NYR,20,16,8,3,11.1,2016-02-04
14,CAR,PHI,20,18,5,3,9.4,2015-12-15
15,EDM,OTT,20,27,9,8,25.0,2016-02-04
16,VAN,LAK,20,19,7,3,12.5,2016-04-04
17,STL,CGY,20,14,13,7,11.4,2016-03-14
18,OTT,NJD,20,11,11,4,10.3,2015-10-22
19,PHI,CGY,20,21,17,7,17.2,2016-02-29
20,ARI,TOR,20,20,4,11,11.5,2015-12-22
21,STL,NYI,20,17,3,2,5.0,2015-10-24
22,LAK,WPG,20,15,14,6,12.5,2015-10-27
23,ARI,BUF,20,11,5,5,10.0,2015-12-04
24,ARI,BUF,20,13,10,6,3.7,2016-01-18
25,STL,ANA,20,11,3,11,21.7,2016-03-11
26,EDM,DAL,20,25,14,14,7.1,2015-10-13
27,PIT,NSH,20,12,6,6,8.0,2015-10-24
28,CGY,VAN,20,19,7,5,13.3,2016-02-06
29,BUF,MTL,20,14,9,3,5.6,2015-10-23
30,DAL,BOS,20,16,13,5,10.3,2016-02-20
31,BOS,CBJ,20,13,2,7,6.7,2016-02-16
32,PHI,NYR,20,14,10,3,4.5,2016-02-14
33,MTL,DET,20,15,6,5,8.0,2015-12-10
34,STL,NYR,20,8,7,8,2.8,2016-02-25
35,SJS,NJD,20,15,19,11,0.0,2016-03-10
36,EDM,VAN,20,9,4,9,8.3,2015-10-18
37,NYI,DET,20,22,20,14,12.5,2016-02-15
38,TOR,ANA,20,10,8,5,23.1,2016-03-24
39,CHI,NSH,20,15,12,5,13.0,2016-01-12
40,CGY,COL,20,11,11,10,9.1,2016-03-18
41,BUF,NJD,20,16,10,6,10.3,2015-10-24
42,ARI,CGY,20,13,7,4,15.4,2016-03-11
43,DAL,MTL,20,13,21,10,22.2,2015-12-19
44,PHI,CBJ,20,17,13,7,16.7,2016-03-05
45,CAR,PIT,20,11,3,3,0.0,2016-01-17
46,SJS,MIN,20,16,12,10,12.1,2016-01-23
47,WSH,VAN,20,16,16,5,10.0,2016-01-14
48,BUF,OTT,20,22,9,9,2.6,2016-02-16
49,EDM,VAN,20,15,19,14,15.8,2016-04-06
0,WSH,NYI,20,16,5,5,8.6,2016-02-18
1,CHI,WPG,20,23,17,8,6.5,2015-12-11
2,DET,TBL,20,7,4,6,4.0,2016-02-03
3,CAR,NYR,20,12,7,7,14.3,2016-03-31
4,BOS,CAR,20,21,9,6,18.2,2016-02-26
5,VAN,TBL,20,18,3,3,10.5,2015-12-22
6,MIN,CHI,20,22,7,1,5.6,2015-12-01
7,OTT,DET,20,13,2,2,8.6,2015-10-30
8,CAR,EDM,20,12,13,23,14.8,2015-11-25
9,COL,TOR,20,16,4,7,14.3,2015-12-21
10,NYR,DAL,20,26,11,4,10.3,2016-02-27
11,FLA,DET,20,14,6,8,18.2,2016-02-04
12,PIT,CGY,20,8,15,3,6.5,2016-03-05
13,PIT,CAR,20,9,13,4,15.6,2016-01-17
14,DAL,MIN,20,8,1,3,9.1,2015-11-28
15,STL,NJD,20,10,3,12,7.1,2015-11-10
16,ANA,COL,20,12,13,3,0.0,2015-10-16
17,WSH,TOR,20,8,11,10,6.5,2015-11-07
18,MTL,FLA,20,8,9,10,10.7,2016-04-02
19,COL,SJS,20,26,15,8,23.1,2015-12-28
20,NYI,CBJ,20,26,15,11,14.8,2016-03-31
21,STL,SJS,20,7,8,6,10.7,2016-02-22
22,ARI,COL,20,20,1,8,7.1,2015-12-27
23,DET,WSH,20,9,8,7,3.8,2015-11-18
24,BOS,TOR,20,18,9,11,7.1,2016-02-02
25,NSH,DET,19,20,3,2,12.5,2015-12-05
26,BUF,ANA,19,17,14,5,0.0,2016-02-24
27,STL,TBL,19,19,6,5,9.5,2016-02-14
28,FLA,STL,19,16,3,6,13.0,2015-12-01
29,WSH,COL,19,7,7,7,21.9,2015-11-21
30,DAL,CGY,19,19,8,8,6.7,2016-01-25
31,PHI,CHI,19,23,5,2,10.3,2016-03-16
32,DAL,DET,19,13,18,7,4.9,2016-02-29
33,TBL,OTT,19,13,11,9,13.3,2015-12-10
34,MIN,DAL,19,15,7,3,8.6,2015-12-21
35,DAL,ANA,19,8,15,3,4.0,2016-04-03
36,NYI,DAL,19,16,14,11,13.6,2016-01-03
37,CAR,PIT,19,11,3,4,7.7,2015-12-19
38,TBL,VAN,19,11,6,8,8.6,2016-01-09
39,WSH,PHI,19,15,12,11,10.0,2016-02-07
40,NJD,BUF,19,6,9,7,5.3,2016-04-05
41,CBJ,PHI,19,22,7,5,5.4,2015-12-19
42,WSH,DAL,19,17,13,10,5.7,2015-11-19
43,CGY,WSH,19,27,12,9,10.3,2015-11-13
44,FLA,DET,19,6,5,2,0.0,2016-02-08
45,MIN,WSH,19,16,6,4,6.3,2016-02-26
46,ARI,BOS,19,17,4,6,13.0,2015-10-17
47,NJD,TBL,19,11,2,1,9.1,2016-04-07
48,TOR,CAR,19,12,10,5,0.0,2016-01-21
49,NYI,NSH,19,13,9,8,9.1,2016-03-17
0,WSH,CAR,19,19,15,15,11.8,2015-10-17
1,VAN,CHI,19,12,9,8,7.1,2016-03-27
2,EDM,NJD,19,6,4,7,5.0,2016-02-09
3,DAL,ANA,19,18,16,7,11.8,2015-10-27
4,MTL,OTT,19,17,12,13,8.8,2015-10-11
5,PHI,FLA,19,7,15,10,15.4,2016-03-12
6,CAR,LAK,19,12,7,1,0.0,2015-10-23
7,STL,NSH,19,14,9,7,4.3,2016-02-02
8,WSH,STL,19,10,3,3,13.9,2016-04-09
9,MIN,NSH,19,14,9,6,6.9,2015-11-05
10,FLA,NYI,19,15,8,6,8.0,2016-03-14
11,BOS,FLA,19,11,15,6,2.9,2016-03-24
12,TBL,CAR,19,13,16,6,13.3,2016-03-05
13,TBL,WPG,19,11,10,6,19.2,2016-02-18
14,CGY,NSH,19,9,17,6,3.7,2016-01-27
15,BUF,PHI,19,22,5,6,8.3,2015-10-30
16,BOS,CAR,19,18,16,9,6.3,2016-03-10
17,FLA,NYI,19,10,8,4,31.3,2015-12-15
18,CGY,VAN,19,23,15,8,15.2,2016-02-19
19,TBL,LAK,19,16,8,2,3.3,2015-11-25
20,ANA,DET,19,12,4,3,11.4,2016-01-23
21,ANA,COL,19,19,1,9,16.1,2016-04-09
22,TOR,BUF,19,12,10,10,12.9,2016-03-19
23,BUF,DET,19,12,8,7,0.0,2016-01-22
24,CBJ,STL,19,14,4,9,7.9,2015-11-17
25,DET,COL,19,4,5,5,4.4,2016-02-12
26,MIN,NYI,19,14,5,5,7.0,2016-02-02
27,DET,CGY,19,13,9,3,11.4,2015-12-20
28,DET,LAK,19,14,16,2,7.4,2016-01-11
29,DET,TBL,19,13,10,2,6.9,2015-11-03
30,BUF,ANA,19,14,9,1,13.6,2015-12-17
31,CGY,TBL,19,21,3,3,3.2,2015-11-12
32,NYR,CGY,19,18,13,5,15.4,2015-10-25
33,PIT,NJD,19,9,4,7,0.0,2015-11-14
34,BUF,NSH,19,22,8,2,16.7,2015-11-28
35,CAR,TBL,19,9,15,15,8.6,2015-11-01
36,FLA,DAL,19,22,9,7,20.0,2015-10-24
37,MIN,SJS,19,18,13,2,6.7,2015-12-12
38,ANA,NSH,19,17,12,7,14.3,2015-11-01
39,NYI,WSH,19,18,11,6,9.1,2016-02-18
40,CHI,LAK,19,17,5,10,15.4,2015-11-02
41,PHI,WPG,19,19,10,8,9.4,2016-03-28
42,WSH,CBJ,19,9,8,12,7.1,2015-10-30
43,LAK,CAR,19,12,10,3,10.7,2015-10-23
44,ARI,WSH,19,12,7,7,7.4,2016-02-22
45,FLA,BOS,19,15,1,5,11.1,2016-03-24
46,NSH,NJD,19,10,7,10,11.8,2016-03-03
47,NJD,ARI,19,10,5,3,12.0,2015-10-20
48,CBJ,FLA,19,16,5,3,12.0,2016-02-27
49,CAR,TOR,19,6,9,2,2.4,2016-01-21
0,NJD,LAK,19,13,3,2,5.6,2016-02-14
1,DET,DAL,19,13,6,4,9.1,2016-02-29
2,EDM,CBJ,19,7,2,3,8.3,2016-03-04
3,TBL,CGY,19,14,5,3,3.2,2016-01-05
4,BUF,COL,19,13,4,5,19.0,2016-02-14
5,PIT,WSH,19,14,7,8,6.7,2016-03-01
6,DET,MTL,19,17,18,1,4.5,2015-10-17
7,ARI,DET,19,10,8,10,6.9,2016-01-14
8,SJS,TOR,19,18,2,4,11.4,2015-12-17
9,PIT,COL,19,16,6,11,13.3,2015-11-19
10,TOR,PIT,19,11,5,8,0.0,2015-10-31
11,CHI,SJS,19,13,9,4,19.2,2015-11-25
12,TBL,ARI,19,16,8,5,5.6,2016-02-23
13,PIT,TBL,19,12,6,5,10.0,2016-02-05
14,NYR,CAR,19,19,8,11,13.0,2015-11-10
15,SJS,ARI,19,18,13,12,8.3,2016-03-20
16,VAN,OTT,19,10,8,10,5.7,2015-11-12
17,STL,WPG,19,19,4,3,4.5,2016-02-09
18,WPG,VAN,19,10,7,9,4.1,2016-03-22
19,NYI,DAL,19,19,12,4,0.0,2016-03-19
20,FLA,NYR,19,11,7,5,7.4,2016-03-21
21,FLA,BOS,19,10,9,11,7.8,2016-03-07
22,MIN,STL,19,5,3,3,2.6,2016-02-06
23,EDM,CGY,19,7,17,5,17.4,2015-10-31
24,TBL,FLA,19,10,6,11,9.4,2016-01-17
25,MTL,BUF,19,12,7,1,13.6,2016-03-16
26,ARI,SJS,19,20,2,3,13.6,2016-03-17
27,EDM,SJS,19,14,9,9,0.0,2016-03-08
28,WSH,CGY,19,10,4,4,5.6,2015-11-13
29,WSH,DET,19,9,4,4,7.4,2015-11-18
30,NYI,NJD,19,13,12,11,13.3,2015-12-13
31,PIT,WSH,19,12,10,12,11.4,2016-04-07
32,DAL,MIN,19,11,5,4,17.6,2015-12-21
33,STL,ARI,19,11,0,6,19.2,2016-04-04
34,NSH,LAK,19,24,10,5,2.9,2016-02-20
35,EDM,VAN,19,14,5,5,7.9,2016-04-09
36,PIT,TBL,19,14,9,6,10.0,2016-01-15
37,CGY,DAL,19,29,6,11,11.1,2015-12-17
38,NYR,SJS,19,18,15,8,3.8,2016-03-19
39,TBL,BOS,18,19,14,14,13.3,2016-02-28
40,CBJ,EDM,18,25,3,4,22.2,2016-03-04
41,STL,CGY,18,17,11,1,14.3,2015-10-13
42,NSH,TOR,18,26,3,10,11.5,2016-02-23
43,MTL,WSH,18,15,7,11,11.8,2016-02-24
44,MTL,SJS,18,11,16,5,3.7,2015-12-15
45,PIT,WPG,18,7,9,6,0.0,2015-12-27
46,CAR,CBJ,18,15,8,8,13.8,2016-01-08
47,BUF,WSH,18,10,4,5,13.8,2016-01-16
48,VAN,DET,18,11,4,4,7.5,2015-12-18
49,CBJ,VAN,18,13,6,12,6.7,2015-11-10
0,WPG,FLA,18,12,7,6,6.3,2016-03-01
1,MIN,MTL,18,20,9,1,18.2,2016-03-12
2,STL,WPG,18,12,1,2,10.7,2015-11-16
3,CAR,OTT,18,11,10,8,6.3,2016-02-18
4,STL,NSH,18,17,1,7,6.1,2015-12-17
5,TOR,DET,18,12,3,3,3.7,2016-03-13
6,CHI,COL,18,12,8,6,0.0,2015-12-15
7,CBJ,WSH,18,13,5,10,3.3,2015-10-30
8,CBJ,WSH,18,17,6,7,4.5,2016-03-28
9,TBL,SJS,18,24,9,5,20.0,2015-12-05
10,NYI,PIT,18,9,9,6,0.0,2016-04-02
11,EDM,WPG,18,20,14,10,14.3,2015-12-21
12,BUF,CAR,18,19,8,7,19.0,2015-11-27
13,NJD,NYI,18,14,9,9,0.0,2015-12-13
14,CHI,FLA,18,9,8,6,0.0,2016-01-22
15,CAR,SJS,18,6,12,2,5.9,2015-10-24
16,NSH,DAL,18,28,5,4,6.7,2016-04-09
17,ARI,WSH,18,21,5,8,11.1,2016-04-02
18,CAR,BOS,18,20,10,13,3.6,2016-04-05
19,FLA,DET,18,5,14,6,11.5,2016-03-19
20,MTL,TBL,18,17,9,4,17.2,2016-04-09
21,MTL,CAR,18,13,8,7,5.3,2015-12-05
22,EDM,DAL,18,19,16,8,8.3,2015-12-04
23,TOR,EDM,18,13,6,7,5.6,2016-02-11
24,DET,FLA,18,8,8,5,9.7,2016-02-08
25,NYI,MIN,18,11,4,9,13.2,2016-02-02
26,MTL,DET,18,12,6,7,9.8,2015-10-17
27,CGY,LAK,18,17,11,4,4.2,2015-12-31
28,SJS,VAN,18,13,9,7,5.9,2016-03-05
29,PHI,ANA,18,10,4,0,7.7,2015-12-27
30,NJD,CAR,18,9,8,13,3.3,2016-03-01
31,CHI,CAR,18,9,8,7,2.8,2015-12-27
32,BUF,TOR,18,22,7,5,10.8,2016-03-31
33,EDM,WPG,18,16,9,6,4.5,2016-02-13
34,SJS,EDM,18,14,15,5,10.7,2015-12-09
35,EDM,BOS,18,9,24,13,5.6,2015-12-02
36,CGY,EDM,18,20,14,11,13.5,2015-12-27
37,CBJ,WPG,18,14,9,9,9.5,2015-10-31
38,OTT,COL,18,21,2,3,17.2,2015-11-25
39,MTL,CAR,18,8,4,20,12.9,2016-04-07
40,COL,WPG,18,17,10,14,20.0,2015-11-28
41,WSH,NSH,18,18,9,8,21.7,2016-02-09
42,EDM,TOR,18,23,8,6,14.3,2016-02-11
43,CGY,CAR,18,22,8,17,5.7,2016-01-24
44,MIN,WPG,18,10,9,6,0.0,2016-01-15
45,EDM,CGY,18,21,10,13,0.0,2016-04-02
46,ANA,NYR,18,9,8,4,10.5,2015-12-22
47,MTL,FLA,18,8,13,8,3.0,2016-04-05
48,FLA,ARI,18,12,9,12,12.0,2016-02-25
49,COL,NYR,18,22,8,5,11.1,2015-12-03
0,PHI,WPG,18,19,14,4,13.0,2015-11-07
1,ARI,SJS,18,18,14,11,0.0,2016-04-09
2,NSH,WSH,18,10,5,7,11.5,2016-02-09
3,NSH,TBL,18,17,9,3,12.1,2015-10-20
4,NJD,PHI,18,6,3,5,12.5,2016-02-16
5,CGY,CHI,18,12,13,9,3.1,2016-03-26
6,MIN,ARI,18,11,4,6,3.6,2015-12-11
7,BUF,NYI,18,12,12,4,15.4,2016-04-09
8,CBJ,CAR,18,11,7,3,4.5,2016-03-24
9,DET,MIN,18,8,7,6,10.3,2016-04-01
10,MTL,BOS,18,8,5,5,16.7,2016-01-01
11,OTT,FLA,18,7,9,8,7.1,2016-03-10
12,DET,ANA,18,11,11,6,11.1,2016-01-23
13,COL,CGY,18,30,10,5,14.3,2015-11-03
14,TBL,BOS,18,7,8,4,0.0,2016-03-08
15,MTL,COL,18,18,1,9,5.9,2016-02-17
16,WPG,NSH,18,3,3,3,0.0,2015-11-14
17,STL,COL,18,18,1,8,7.9,2016-01-06
18,SJS,ARI,18,14,2,5,13.0,2016-01-21
19,NYR,NJD,18,6,4,3,10.5,2016-02-23
20,NSH,WPG,18,15,14,4,14.3,2016-01-21
21,ANA,CAR,18,12,16,5,3.1,2015-12-11
22,NJD,NYI,18,14,5,9,0.0,2016-02-19
23,OTT,DAL,18,12,6,10,4.2,2016-03-06
24,SJS,FLA,18,8,8,6,5.6,2016-02-18
25,CAR,BUF,18,19,7,11,7.4,2016-03-22
26,VAN,FLA,18,9,10,6,10.0,2016-01-11
27,NJD,OTT,18,8,5,11,30.0,2016-01-21
28,OTT,NYI,18,14,6,11,4.3,2016-03-23
29,NSH,VAN,18,13,4,6,5.4,2016-03-12
30,MTL,DAL,18,13,8,3,8.7,2015-12-19
31,DAL,EDM,18,24,10,5,8.6,2016-01-21
32,MTL,NYI,18,19,11,16,17.8,2015-11-20
33,TBL,STL,18,12,10,7,2.6,2016-02-14
34,PIT,CAR,18,17,10,10,8.0,2016-01-12
35,MIN,CBJ,18,11,8,8,13.0,2015-10-22
36,WPG,COL,18,11,0,2,10.7,2015-11-28
37,CGY,CHI,18,18,9,10,5.4,2015-11-20
38,CAR,PIT,18,17,5,18,3.3,2016-02-12
39,CHI,BOS,18,13,22,10,7.4,2016-03-03
40,DET,VAN,18,11,5,5,10.7,2015-10-24
41,EDM,NYI,18,11,10,6,3.2,2016-02-07
42,CHI,TOR,18,21,7,2,21.9,2016-02-15
43,VAN,WPG,17,11,5,7,0.0,2016-03-22
44,CGY,NSH,17,23,7,7,9.5,2015-12-15
45,DET,NYR,17,12,7,7,0.0,2016-02-21
46,COL,NYI,17,12,5,12,6.7,2015-12-17
47,EDM,DET,17,15,4,1,12.5,2015-11-27
48,SJS,NYI,17,14,12,11,12.0,2015-10-17
49,WSH,BUF,17,6,6,0,2.9,2016-01-16
0,WPG,DAL,17,14,9,6,12.5,2016-02-02
1,VAN,SJS,17,13,22,5,15.4,2016-03-31
2,NYI,CAR,17,13,15,8,3.2,2016-03-29
3,EDM,MTL,17,11,16,6,14.8,2015-10-29
4,BUF,MTL,17,9,8,4,4.7,2016-03-16
5,PHI,MIN,17,17,11,5,9.7,2016-02-25
6,VAN,CHI,17,16,3,11,30.0,2015-11-21
7,FLA,NJD,17,5,12,5,7.5,2016-03-31
8,CBJ,NYR,17,17,2,6,6.9,2016-04-04
9,SJS,CAR,17,24,18,4,23.8,2015-10-24
10,CBJ,COL,17,11,1,2,11.1,2015-10-24
11,NSH,COL,17,20,1,7,13.6,2016-01-08
12,BUF,CAR,17,16,5,5,12.5,2016-03-12
13,ARI,STL,17,16,3,1,4.3,2015-12-08
14,DET,NYI,17,17,9,10,3.4,2016-02-15
15,MIN,SJS,17,23,12,6,10.7,2016-01-23
16,DAL,NYI,17,10,10,7,12.2,2016-01-03
17,VAN,DAL,17,34,11,5,9.4,2015-10-29
18,DAL,NSH,17,16,7,11,12.5,2016-04-09
19,SJS,FLA,17,18,11,9,15.6,2015-11-05
20,FLA,DET,17,10,5,2,6.3,2015-11-29
21,DET,CAR,17,6,8,5,15.0,2015-10-16
22,WPG,CGY,17,10,13,6,10.0,2015-10-16
23,CAR,DET,17,11,1,4,13.9,2015-10-16
24,NYR,FLA,17,15,16,13,12.5,2016-03-21
25,COL,WPG,17,20,13,5,13.8,2015-11-23
26,BOS,BUF,17,12,2,1,6.1,2016-02-04
27,CGY,ANA,17,12,6,9,10.8,2016-02-15
28,PHI,TBL,17,20,3,6,13.6,2016-03-11
29,CHI,ANA,17,14,6,6,4.2,2015-10-26
30,CBJ,BUF,17,9,4,6,0.0,2016-02-19
31,CGY,LAK,17,17,11,3,17.4,2016-04-05
32,VAN,MTL,17,10,8,6,17.8,2015-10-27
33,STL,DAL,17,21,4,8,11.5,2015-12-12
34,CAR,WSH,17,8,4,10,3.8,2016-03-15
35,DET,TOR,17,30,5,8,11.5,2016-04-02
36,BOS,NJD,17,9,1,8,12.9,2016-01-08
37,CHI,NSH,17,15,5,8,2.8,2015-12-10
38,WPG,NSH,17,16,5,6,22.2,2016-01-05
39,CAR,BOS,17,10,10,9,10.7,2016-03-10
40,MIN,COL,17,19,2,8,20.0,2016-03-01
41,TBL,ARI,17,11,4,2,5.6,2016-03-19
42,SJS,BUF,17,11,6,2,6.3,2015-11-14
43,ARI,VAN,17,16,11,7,5.9,2016-03-09
44,TOR,NSH,17,24,10,10,4.3,2015-11-12
45,SJS,TOR,17,17,13,8,22.6,2016-01-09
46,COL,CBJ,17,12,2,6,8.8,2015-10-24
47,ANA,CGY,17,13,14,7,21.4,2016-02-15
48,CBJ,BUF,17,12,5,2,8.3,2015-10-12
49,ARI,CGY,17,11,3,13,11.4,2016-02-12
0,CBJ,NJD,17,14,4,2,17.6,2016-03-19
1,CAR,VAN,17,11,10,3,5.0,2016-01-15
2,SJS,COL,17,14,0,4,9.1,2016-02-24
3,PHI,ARI,17,16,4,5,2.9,2016-03-26
4,DAL,WPG,17,20,15,9,4.2,2016-01-07
5,WPG,BOS,17,19,10,5,5.6,2016-02-11
6,CGY,NSH,17,23,10,11,8.8,2016-03-09
7,DAL,PHI,17,14,14,12,6.8,2015-12-11
8,CAR,ANA,17,17,14,5,20.8,2015-12-11
9,ARI,SJS,17,18,5,4,4.3,2016-02-13
10,MTL,NYR,17,17,21,5,9.4,2015-10-15
11,DET,EDM,17,8,6,3,3.4,2015-10-21
12,MIN,VAN,17,16,11,8,6.1,2015-11-25
13,NSH,MIN,17,14,3,1,0.0,2015-11-21
14,DET,OTT,17,18,6,10,10.8,2015-11-16
15,COL,EDM,17,19,9,9,12.0,2016-03-20
16,VAN,CGY,17,9,9,7,11.1,2016-04-07
17,DAL,SJS,17,14,14,1,8.6,2016-01-16
18,WSH,CBJ,17,22,1,4,21.4,2016-01-19
19,NYR,NJD,17,8,4,1,6.1,2016-02-02
20,TBL,CBJ,17,11,6,3,20.0,2015-12-26
21,CHI,BOS,17,17,10,3,17.6,2016-04-03
22,NSH,CGY,17,11,4,6,7.7,2016-03-09
23,NJD,CAR,17,11,7,12,5.0,2015-12-26
24,BOS,CGY,17,15,11,13,8.0,2016-03-01
25,COL,CGY,17,13,3,4,0.0,2016-01-02
26,CHI,LAK,17,14,10,5,9.1,2015-11-28
27,COL,CGY,17,24,11,8,10.7,2016-03-18
28,DET,MTL,17,7,4,6,7.1,2016-03-29
29,PIT,OTT,17,16,11,4,17.8,2016-04-05
30,CAR,FLA,17,10,10,17,0.0,2015-12-18
31,TBL,MIN,17,7,2,5,0.0,2015-11-07
32,NSH,ARI,17,12,16,11,9.7,2016-04-07
33,CBJ,NJD,17,18,6,9,25.0,2016-02-25
34,COL,OTT,17,6,4,8,7.0,2015-11-25
35,SJS,BOS,17,17,13,5,11.1,2016-03-15
36,DAL,NSH,17,9,6,12,9.4,2016-02-15
37,CAR,NJD,17,9,10,18,12.0,2015-12-26
38,VAN,CAR,17,19,6,6,13.6,2016-01-15
39,SJS,DAL,17,12,5,1,10.3,2015-10-31
40,WSH,EDM,17,16,8,2,26.9,2015-10-23
41,CAR,WPG,16,16,12,3,17.2,2016-02-05
42,CAR,NYI,16,17,9,12,3.7,2016-03-29
43,CAR,NJD,16,3,7,4,15.8,2016-03-01
44,CGY,WPG,16,22,16,12,19.0,2016-03-16
45,CBJ,CGY,16,15,6,8,6.9,2016-01-21
46,CAR,FLA,16,6,18,10,4.3,2015-10-13
47,CGY,STL,16,11,27,6,21.9,2016-03-14
48,ARI,MIN,16,19,5,9,4.2,2016-01-25
49,EDM,PIT,16,16,20,10,3.6,2015-11-06
0,NJD,STL,16,12,2,3,8.3,2016-01-12
1,CGY,MIN,16,5,10,7,10.7,2016-02-17
2,OTT,CBJ,16,15,3,3,5.7,2016-02-13
3,CGY,ARI,16,14,9,4,3.8,2015-11-27
