,team,opponent,W,L,GF,GA,SF,SA,PP%,PK%,FOW%,date,home_ind
323,COL,FLA,0,1,2,5,28,38,33.3,83.3,49.2,2016-10-22,0
324,NJD,TBL,0,1,1,4,38,35,0.0,75.0,47.2,2016-11-05,0
325,NYI,TBL,0,1,0,4,34,31,0.0,100.0,50.8,2016-11-14,1
326,MIN,COL,0,1,0,1,32,32,0.0,75.0,47.8,2016-11-05,0
327,STL,NYR,0,1,0,5,35,29,0.0,66.7,44.6,2016-11-01,0
328,CGY,CHI,0,1,1,5,34,22,0.0,75.0,42.3,2016-11-01,0
329,BUF,MTL,0,1,1,4,31,24,20.0,100.0,61.5,2016-10-13,1
330,LAK,MIN,0,1,3,6,30,26,0.0,75.0,51.9,2016-10-18,0
331,VAN,OTT,0,1,0,3,22,28,0.0,100.0,61.0,2016-10-25,1
332,NYR,CAR,0,1,2,3,30,21,50.0,0.0,40.0,2016-10-28,0
333,NYI,TBL,0,1,1,4,32,28,0.0,66.7,50.9,2016-11-10,0
334,BOS,MTL,0,1,2,3,43,23,50.0,50.0,54.8,2016-11-08,0
335,WPG,DAL,0,1,2,3,30,26,25.0,83.3,44.1,2016-10-25,0
336,FLA,BOS,0,1,1,2,34,26,0.0,100.0,44.9,2016-11-01,1
337,TBL,NYR,0,1,1,6,32,37,25.0,100.0,49.3,2016-10-30,0
338,EDM,NYR,0,1,1,3,39,27,0.0,0.0,53.3,2016-11-13,1
339,ARI,OTT,0,1,4,7,35,42,20.0,50.0,50.0,2016-10-18,0
340,PHI,ARI,0,1,4,5,32,25,25.0,100.0,51.8,2016-10-27,1
341,VAN,DET,0,1,1,3,37,27,0.0,100.0,47.6,2016-11-10,0
342,PHI,CHI,0,1,4,7,27,28,50.0,33.3,50.9,2016-10-18,0
343,BUF,NJD,0,1,2,4,23,27,0.0,100.0,48.3,2016-11-12,0
344,NYI,PIT,0,1,2,4,37,35,16.7,60.0,52.9,2016-10-27,0
345,OTT,CGY,0,1,2,5,33,19,50.0,100.0,44.0,2016-10-28,0
346,WPG,PHI,0,1,2,5,32,22,0.0,100.0,44.4,2016-11-17,0
347,WPG,EDM,0,1,0,3,31,32,0.0,100.0,43.8,2016-10-23,1
348,CGY,EDM,0,1,3,5,35,29,0.0,50.0,54.8,2016-10-14,1
349,COL,WSH,0,1,0,3,18,40,0.0,60.0,46.6,2016-10-18,0
350,DET,FLA,0,1,1,4,22,38,0.0,100.0,55.1,2016-10-15,0
351,TOR,TBL,0,1,3,7,43,24,25.0,50.0,64.6,2016-10-25,1
352,LAK,COL,0,1,1,4,33,30,25.0,100.0,39.7,2016-11-15,0
353,TBL,COL,0,1,0,4,27,16,0.0,100.0,50.9,2016-10-20,1
354,EDM,BUF,0,1,2,6,33,24,0.0,66.7,48.3,2016-10-16,1
355,BOS,NYR,0,1,2,5,37,24,0.0,66.7,53.6,2016-11-05,1
356,DET,MTL,0,1,0,5,25,37,0.0,33.3,56.4,2016-11-12,0
357,OTT,NSH,0,1,1,3,34,30,0.0,100.0,61.0,2016-11-08,0
358,CGY,WSH,0,1,1,3,22,29,0.0,50.0,53.3,2016-10-30,1
359,CBJ,BOS,0,1,3,6,31,37,33.3,100.0,46.2,2016-10-13,1
360,CAR,PHI,0,1,3,6,30,27,20.0,75.0,50.8,2016-10-22,0
361,VAN,OTT,0,1,0,1,27,24,0.0,100.0,61.9,2016-11-03,0
362,NYI,WSH,0,1,1,2,22,28,50.0,100.0,51.8,2016-10-15,0
363,BOS,MIN,0,1,0,1,25,29,0.0,100.0,43.3,2016-11-17,0
364,TBL,NJD,0,1,1,3,33,23,0.0,100.0,45.8,2016-10-29,0
365,CGY,EDM,0,1,4,7,41,28,33.3,83.3,60.3,2016-10-12,0
366,VAN,MTL,0,1,0,3,42,21,0.0,100.0,51.7,2016-11-02,0
367,CGY,NYR,0,1,1,4,36,28,33.3,100.0,46.0,2016-11-12,1
368,VAN,WSH,0,1,2,5,25,35,0.0,50.0,46.4,2016-10-29,1
369,DAL,WPG,0,1,2,8,30,31,40.0,40.0,49.2,2016-11-08,0
370,VAN,EDM,0,1,0,2,26,27,0.0,100.0,57.6,2016-10-28,1
371,CHI,NSH,0,1,2,3,24,27,0.0,50.0,43.8,2016-10-14,0
372,SJS,NYR,0,1,4,7,31,29,25.0,66.7,42.6,2016-10-17,0
373,OTT,DET,0,1,1,5,32,25,0.0,50.0,50.9,2016-10-17,0
374,TOR,PIT,0,1,1,4,36,49,0.0,66.7,44.4,2016-11-12,0
375,DAL,COL,0,1,5,6,28,33,50.0,33.3,38.5,2016-10-15,0
376,OTT,TBL,0,1,1,4,28,35,0.0,50.0,46.8,2016-10-22,1
377,BUF,TOR,0,1,1,2,43,29,0.0,0.0,62.8,2016-11-03,1
378,MTL,CHI,0,1,2,3,23,35,50.0,100.0,45.5,2016-11-13,0
379,NYI,TBL,0,1,1,6,27,36,0.0,71.4,57.1,2016-11-01,1
380,COL,STL,0,1,1,5,23,28,0.0,75.0,45.5,2016-11-06,0
381,FLA,TOR,0,1,2,3,31,28,33.3,100.0,47.4,2016-10-27,0
382,ARI,COL,0,1,2,3,26,34,0.0,66.7,63.0,2016-10-29,1
383,SJS,STL,0,1,2,3,31,25,0.0,75.0,38.7,2016-11-17,0
384,CBJ,SJS,0,1,2,3,28,38,50.0,80.0,58.3,2016-10-15,1
385,TOR,NYI,0,1,1,5,34,35,33.3,100.0,52.4,2016-10-30,0
386,CHI,CBJ,0,1,2,3,34,28,0.0,0.0,46.6,2016-10-21,0
387,NJD,TBL,0,1,2,3,34,34,0.0,100.0,48.2,2016-10-15,0
388,NYI,SJS,0,1,2,3,23,27,0.0,100.0,60.3,2016-10-18,1
389,LAK,CHI,0,1,0,3,32,29,0.0,71.4,49.1,2016-10-30,0
390,ARI,NYR,0,1,2,3,29,26,0.0,50.0,51.7,2016-10-23,0
391,VAN,NYR,0,1,2,7,38,25,0.0,33.3,50.7,2016-11-15,1
392,ANA,NJD,0,1,1,2,24,28,25.0,71.4,51.5,2016-10-18,0
393,MIN,CGY,0,1,0,1,27,27,0.0,83.3,53.2,2016-11-15,1
394,COL,BOS,0,1,0,2,21,46,0.0,100.0,55.4,2016-11-13,1
395,LAK,SJS,0,1,1,2,22,31,100.0,66.7,50.0,2016-10-12,0
396,STL,EDM,0,1,1,3,35,23,0.0,100.0,42.4,2016-10-20,0
397,BUF,MIN,0,1,0,4,38,22,0.0,100.0,63.8,2016-10-27,1
398,WSH,SJS,0,1,0,3,24,23,0.0,100.0,54.9,2016-11-08,1
399,FLA,WSH,0,1,2,4,28,29,25.0,100.0,56.4,2016-10-20,1
400,CAR,ANA,0,1,2,4,30,27,0.0,100.0,50.0,2016-11-10,1
401,VAN,ANA,0,1,2,4,19,37,0.0,50.0,35.1,2016-10-23,0
402,MIN,PHI,0,1,2,3,27,36,0.0,66.7,51.8,2016-11-12,0
403,CGY,ANA,0,1,1,4,26,21,0.0,33.3,46.3,2016-11-06,0
404,EDM,NYR,0,1,3,5,24,31,25.0,100.0,47.8,2016-11-03,0
405,ARI,ANA,0,1,1,5,22,33,0.0,50.0,43.8,2016-11-04,0
406,WPG,WSH,0,1,2,3,45,27,0.0,100.0,43.1,2016-11-01,1
407,MTL,CBJ,0,1,0,10,30,40,0.0,20.0,55.6,2016-11-04,0
408,DAL,WPG,0,1,1,4,39,36,16.7,71.4,50.0,2016-10-27,0
409,NYI,MTL,0,1,2,3,28,29,50.0,0.0,54.9,2016-10-26,1
410,WPG,NYR,0,1,2,5,26,18,0.0,0.0,47.2,2016-11-06,0
411,CAR,DET,0,1,2,4,31,25,0.0,100.0,52.9,2016-10-25,0
412,COL,NSH,0,1,1,5,29,36,0.0,80.0,52.6,2016-11-01,1
413,DET,WPG,0,1,3,5,33,31,0.0,0.0,57.1,2016-11-04,1
414,NYR,DET,0,1,1,2,33,18,0.0,75.0,57.9,2016-10-19,1
415,FLA,SJS,0,1,2,4,24,29,0.0,100.0,43.1,2016-11-10,1
416,ANA,PIT,0,1,2,3,36,45,33.3,66.7,58.2,2016-10-15,0
417,LAK,STL,0,1,0,1,27,25,0.0,100.0,43.1,2016-10-29,0
418,VAN,NYI,0,1,2,4,32,32,50.0,100.0,60.3,2016-11-07,0
419,STL,NSH,0,1,1,3,24,28,0.0,100.0,52.1,2016-11-10,0
420,CGY,LAK,0,1,0,5,24,39,0.0,100.0,55.9,2016-11-05,0
421,BOS,MIN,0,1,0,5,27,33,0.0,75.0,46.7,2016-10-25,1
422,NSH,SJS,0,1,1,4,28,26,0.0,50.0,45.3,2016-10-29,0
423,PIT,NSH,0,1,1,5,35,30,0.0,75.0,60.6,2016-10-22,0
424,FLA,PIT,0,1,2,3,22,22,25.0,50.0,52.8,2016-10-25,0
425,NSH,DAL,0,1,1,2,28,37,33.3,100.0,48.4,2016-10-18,1
426,CGY,DAL,0,1,2,4,31,22,0.0,66.7,50.0,2016-11-10,1
427,PIT,MTL,0,1,0,4,36,32,0.0,83.3,45.8,2016-10-18,0
428,SJS,CGY,0,1,2,3,28,22,20.0,100.0,58.9,2016-11-03,1
429,CHI,WPG,0,1,0,4,27,24,0.0,100.0,45.9,2016-11-15,0
430,NJD,BOS,0,1,1,2,29,36,33.3,100.0,52.2,2016-10-20,0
431,NYR,VAN,0,1,3,5,26,29,20.0,100.0,35.0,2016-11-08,1
432,COL,ARI,0,1,2,4,27,25,100.0,75.0,57.1,2016-11-08,1
433,STL,DAL,0,1,2,6,30,27,0.0,75.0,42.9,2016-11-03,0
434,TBL,MTL,0,1,1,3,31,26,0.0,66.7,50.0,2016-10-27,0
435,COL,DAL,0,1,2,3,36,22,0.0,71.4,48.8,2016-11-17,0
436,FLA,WSH,0,1,2,4,24,36,50.0,100.0,44.8,2016-11-05,0
437,PIT,MIN,0,1,2,4,41,44,50.0,66.7,45.1,2016-11-10,1
438,PHI,MTL,0,1,1,3,32,33,0.0,75.0,49.2,2016-10-24,0
439,OTT,NSH,0,1,1,5,31,40,16.7,100.0,51.8,2016-11-17,1
440,SJS,CAR,0,1,0,1,22,33,0.0,100.0,30.6,2016-11-15,0
441,ARI,BOS,0,1,1,2,32,29,33.3,0.0,35.8,2016-11-12,1
442,PHI,ANA,0,1,2,3,22,26,14.3,100.0,39.1,2016-10-20,1
443,CBJ,SJS,0,1,1,3,25,29,0.0,0.0,50.9,2016-10-27,0
444,NSH,DET,0,1,3,5,33,43,75.0,71.4,50.0,2016-10-21,0
445,DET,EDM,0,1,1,2,23,28,50.0,50.0,57.8,2016-11-06,1
446,DET,FLA,0,1,2,5,36,24,40.0,75.0,64.4,2016-10-30,1
447,CGY,STL,0,1,4,6,27,40,0.0,50.0,50.8,2016-10-22,1
448,COL,WPG,0,1,0,1,37,21,0.0,100.0,64.7,2016-10-28,1
449,SJS,DET,0,1,0,3,30,32,0.0,100.0,36.7,2016-10-22,0
450,WPG,MIN,0,1,3,4,17,31,0.0,75.0,44.8,2016-10-15,0
451,CAR,NJD,0,1,1,4,34,21,0.0,100.0,46.0,2016-11-06,1
452,BUF,TBL,0,1,1,4,33,38,20.0,33.3,54.8,2016-11-17,1
453,MIN,NYI,0,1,3,6,29,33,0.0,100.0,48.2,2016-10-23,0
454,DAL,MIN,0,1,0,4,29,15,0.0,50.0,47.5,2016-10-29,0
455,EDM,PIT,0,1,3,4,28,31,0.0,100.0,52.5,2016-11-08,0
456,PIT,WSH,0,1,1,7,26,39,0.0,71.4,43.8,2016-11-16,0
457,NYI,NYR,0,1,3,5,28,39,0.0,80.0,48.4,2016-10-13,0
458,WSH,EDM,0,1,1,4,35,29,0.0,75.0,46.0,2016-10-26,0
459,BUF,STL,0,1,1,4,24,31,25.0,0.0,37.7,2016-11-15,0
460,BUF,VAN,0,1,1,2,27,20,0.0,80.0,52.4,2016-10-20,0
461,OTT,BUF,0,1,1,2,33,32,25.0,100.0,55.6,2016-11-05,1
462,ARI,MTL,0,1,2,5,29,43,0.0,75.0,54.1,2016-10-20,0
463,BOS,NYR,0,1,2,5,29,31,0.0,66.7,58.2,2016-10-26,0
464,WSH,NYR,0,1,2,4,28,26,0.0,66.7,54.2,2016-10-22,1
465,FLA,TOR,0,1,1,6,27,30,0.0,100.0,50.9,2016-11-17,0
466,SJS,ARI,0,1,2,3,41,30,0.0,100.0,59.2,2016-11-01,0
467,NSH,ANA,0,1,1,6,29,26,20.0,25.0,44.8,2016-10-26,0
468,MIN,BUF,0,1,1,2,28,24,100.0,100.0,49.2,2016-11-01,1
469,NJD,ANA,0,1,2,3,29,23,0.0,100.0,46.7,2016-11-17,0
470,LAK,PHI,0,1,2,4,25,30,0.0,100.0,63.1,2016-10-14,1
471,WSH,CAR,0,1,1,5,21,38,0.0,83.3,38.2,2016-11-12,0
472,SJS,PIT,0,1,2,3,34,20,0.0,80.0,47.4,2016-10-20,0
473,COL,CHI,0,1,0,4,38,21,0.0,100.0,57.7,2016-11-03,0
474,STL,CGY,0,1,1,4,24,30,25.0,66.7,53.4,2016-10-25,1
475,TBL,SJS,0,1,1,3,26,20,0.0,0.0,49.2,2016-11-12,1
476,DAL,CHI,0,1,2,3,33,32,0.0,83.3,50.0,2016-11-05,1
477,EDM,OTT,0,1,0,2,37,22,0.0,100.0,54.7,2016-10-30,1
478,WPG,BUF,0,1,1,3,38,28,0.0,100.0,46.3,2016-10-30,1
479,LAK,OTT,0,1,1,2,33,33,0.0,100.0,46.3,2016-11-11,0
480,TOR,LAK,0,1,0,7,19,43,0.0,100.0,49.1,2016-11-08,1
481,WPG,BOS,0,1,1,4,35,25,0.0,100.0,43.8,2016-10-17,1
482,NSH,TOR,0,1,2,6,34,32,0.0,100.0,49.1,2016-11-15,0
483,CBJ,BOS,0,1,2,5,17,32,0.0,100.0,30.9,2016-11-10,0
484,PHI,PIT,0,1,4,5,42,27,33.3,50.0,53.4,2016-10-29,1
485,STL,CBJ,0,1,4,8,37,30,80.0,50.0,47.5,2016-11-12,0
486,LAK,ANA,0,1,0,4,30,21,0.0,50.0,38.7,2016-11-01,1
487,MIN,STL,0,1,2,3,21,31,0.0,100.0,47.2,2016-10-13,0
488,BOS,TOR,0,1,1,4,25,24,25.0,100.0,38.5,2016-10-15,0
489,BUF,BOS,0,1,0,4,32,42,0.0,62.5,50.9,2016-11-07,0
490,ANA,PIT,0,1,1,5,33,34,33.3,66.7,56.9,2016-11-02,1
491,ANA,CBJ,0,1,0,4,35,37,0.0,80.0,58.3,2016-10-28,1
492,ANA,DAL,0,1,2,4,35,20,0.0,100.0,63.8,2016-10-13,0
493,EDM,DAL,0,1,2,3,42,30,0.0,75.0,58.7,2016-11-11,1
494,DET,TBL,0,1,4,6,32,36,50.0,50.0,44.0,2016-10-13,0
495,BOS,MTL,0,1,2,4,21,29,16.7,100.0,42.9,2016-10-22,1
496,TBL,FLA,0,1,1,3,35,32,0.0,66.7,46.7,2016-11-07,0
497,ARI,NJD,0,1,3,5,31,35,33.3,33.3,47.4,2016-10-25,0
498,PHI,TOR,0,1,3,6,33,23,50.0,60.0,41.8,2016-11-11,0
499,CAR,EDM,0,1,2,3,33,28,0.0,100.0,61.4,2016-10-18,0
500,SJS,PIT,0,1,0,5,32,25,0.0,100.0,59.7,2016-11-05,1
501,DET,BOS,0,1,0,1,24,36,0.0,100.0,36.4,2016-10-29,1
502,PHI,MTL,0,1,4,5,38,17,40.0,100.0,47.4,2016-11-05,0
503,NYR,STL,0,1,2,3,35,18,0.0,80.0,57.9,2016-10-15,0
504,TOR,MIN,0,1,2,3,33,27,33.3,100.0,37.7,2016-10-20,0
505,FLA,BUF,0,1,0,3,33,25,0.0,50.0,44.8,2016-10-29,0
506,LAK,MTL,0,1,1,4,24,23,20.0,100.0,52.4,2016-11-10,0
507,TOR,MTL,0,1,1,2,38,31,25.0,66.7,44.4,2016-10-29,0
